지역 이름,년도,생산량,면적,일 평균기온,일 최저기온,일 최고기온,일 평균풍속,일 평균상대습도,일 최저상대습도,일 강수량,일 누적일조시간
경상북도,2001,74129,7204,-0.04966703662597115,-0.029874213836478033,-0.044221698113207544,0.6297169811320755,-0.3701819407008086,-0.19438350153576128,2.827830188679245,0.4948899371069182
경상북도,2002,86348,7581,-0.055355160932297406,-0.020571278825995822,-0.03876768867924528,0.5754716981132075,-0.3580188679245283,-0.1746928477402369,2.3679245283018866,0.5605345911949685
경상북도,2003,82209,7373,-0.14331298557158717,-0.0670859538784067,-0.17497051886792453,0.1721698113207547,-0.3081873315363881,-0.0865511189118034,5.6084905660377355,0.4893867924528302
경상북도,2004,92356,7034,-0.05495719414526369,-0.04590505998956704,-0.03022300469483568,0.647887323943662,-0.36773977196512403,-0.1966917785784474,3.004694835680751,0.581377151799687
경상북도,2005,91795,6357,-0.10543840177580469,-0.06577568134171907,-0.11630306603773585,0.6933962264150944,-0.37732479784366574,-0.19076349275998244,2.0919811320754715,0.5935534591194968
경상북도,2006,85318,5613,-0.1320754716981132,-0.0651205450733752,-0.1622936320754717,0.5801886792452831,-0.3330525606469003,-0.13147213690215004,4.820754716981132,0.4960691823899371
경상북도,2007,81027,5546,-0.08324084350721418,-0.03878406708595391,-0.08991745283018868,0.4410377358490566,-0.3139150943396226,-0.1775449758666081,2.1462264150943398,0.5212264150943396
경상북도,2008,81525,5367,-0.09762496547914938,-0.05307772561293689,-0.11384976525821597,0.7089201877934272,-0.33574782025486244,-0.1798231247952833,2.2934272300469485,0.47417840375586856
경상북도,2009,57141,5608,-0.06367924528301887,-0.04284591194968551,-0.05144457547169811,0.7334905660377359,-0.36078167115902954,-0.22021720052654672,3.3254716981132075,0.4681603773584906
경상북도,2010,60587,6011,-0.12264150943396224,-0.060796645702306064,-0.15241745283018868,0.7240566037735849,-0.34248652291105114,-0.1712373848179026,2.7995283018867925,0.4335691823899371
경상북도,2011,63061,6335,-0.12125416204217539,-0.07346261355695316,-0.14259040880503146,0.8466981132075472,-0.045810871518418686,0.1026948954219687,3.8089622641509435,0.48414570230607973
경상북도,2012,72239,6730,-0.09444904722452362,-0.030777256129368845,-0.11898474178403756,0.7323943661971831,0.007511737089201885,0.1575499508679987,2.3427230046948355,0.45970266040688573
경상북도,2013,72883,7180,-0.08643174250832411,-0.054944095038434615,-0.07915683962264147,0.5731132075471698,-0.0015610961365678418,0.12116059675296181,2.8977987421383644,0.49921383647798745
경상북도,2014,76988,7903,-0.05313540510543837,-0.027865129280223572,-0.03675314465408804,0.3915094339622642,0.023270440251572336,0.1054556091853152,1.8278301886792452,0.44405136268343814
경상북도,2015,89403,8412,-0.06576026637069925,-0.03795422781271842,-0.05743907232704404,0.5275157232704403,0.03301886792452831,0.15653795524352787,2.1650943396226414,0.4951519916142557
경상북도,2016,105700,9288,-0.06043450243947345,-0.02073552425665104,-0.05883215962441315,0.44366197183098594,0.047686116700201196,0.1564581286166612,2.76056338028169,0.5269953051643192
경상북도,2017,114007,9658,-0.027423233444321085,-0.02109538784067089,0.009974449685534568,0.5589622641509434,0.03104222821203954,0.0976305397103993,1.64937106918239,0.590146750524109
경상북도,2018,108693,9767,-0.06243063263041068,-0.03694968553459117,-0.055817610062893125,0.60062893081761,0.055570530098831984,0.1862695626736873,2.9608490566037737,0.5643081761006289
경상북도,2019,105669,9578,-0.05207177210506844,-0.026205450733752626,-0.03975039308176102,0.3411949685534591,0.0017744833782569569,0.10163448881088197,2.422955974842767,0.5669549266247379
