지역,작물,면적,평균 기온,최저 기온,최고 기온,1시간 최다강수량,일 강수량 평균,강수량 합계,최대 순간풍속,최대 풍속,평균 풍속,풍정합,평균 이슬점온도,최소 상대습도,평균 상대습도,평균 증기압,평균 현지기압,가조시간,평균 일조 시간,1시간 최다 일사량 평균,평균 일 합계 일사,일 최심신적설,일 최심적설,지면온도,최저 초상온도,5cm 지중온도,10cm 지중온도,20cm 지중온도,30cm 지중온도,0.5m 지중온도,1.0m 지중온도,1.5m 지중온도,3.0m 지중온도,5.0m 지중온도,평균 일교차,일교차 15이상인 날,태풍 수,영향을 준 태풍 수,한파일 수,폭염일 수
경기도,감귤_-,7.0,12.636575342465754,7.275753424657535,18.80369863013699,4.205396825396825,6.326706827309239,1050.2333333333336,6.954223744292237,3.9446575342465753,1.46796803652968,1270.5504566210043,5.743584474885845,40.1972602739726,67.39321917808219,12.012260273972604,1008.388401826484,12.201232876712329,6.525753424657533,2.1674033149171272,14.004450549450551,0.0041780821917808,0.0054794520547945,14.55337899543379,4.547534246575343,15.419341118347182,15.446889138408565,15.620685081218653,15.733481697731866,15.79785927090351,16.077177483344563,16.10753424657534,16.475972602739724,16.520767123287676,11.527945205479456,65.0,29.0,7.0,3.0,9.0
경상남도,감귤_-,5.5,14.000702054794523,8.926755136986301,19.973270547945205,3.691206477466825,9.199339415968234,1637.9305357142857,6.719178082191781,3.8865484344422696,1.438671722113503,1243.0771771037182,7.042103718199608,41.37553816046967,67.2892294520548,12.93474315068493,1007.9546453033267,12.193989726027398,6.547042563600782,2.261458904109589,14.813876712328765,1.712328767123288e-05,1.712328767123288e-05,16.29724070450098,6.229640410958904,15.410605584250321,15.537103226289394,15.759725428550041,15.897488135339472,16.097124036230255,16.45111729919904,16.10753424657534,16.475972602739724,16.520767123287676,11.046515410958904,57.0,29.0,6.0,0.5,19.5
경상북도,감귤_-,7.0,13.381712328767122,8.40768493150685,19.038835616438355,2.69948998615106,5.448459222769568,1422.0478571428573,8.213954337899542,4.863360730593608,2.107684170471841,1820.426879756469,6.140650684931509,41.5958904109589,65.92697869101978,12.153654490106543,1000.6291971080672,12.19809589041096,6.5759444444444455,2.019447488584475,12.956963470319636,0.0211780821917808,0.0647397260273972,15.866767123287673,5.440447488584475,16.09232876712329,16.185479452054796,16.041917808219175,15.973561643835618,15.754931506849314,15.827534246575343,15.811369863013695,15.650684931506849,15.381232876712328,10.631150684931509,39.0,29.0,7.0,0.0,7.0
전라남도,감귤_-,78.0,14.21594259621657,10.113176777560339,18.932981082844094,3.8737103459048474,6.64576980327467,1291.2192857142857,9.576816699282451,6.230798434442271,2.8452185257664713,2457.706088280061,9.054061752554903,51.353816046966735,73.87771472059143,14.15043922591868,1010.908460534899,12.191859099804304,6.319571646010002,2.1576103500761032,13.708627092846271,0.022791911285061934,0.0446444879321591,16.50544248749728,7.733587736464449,16.281095890410963,16.302648401826488,16.40406392694064,16.42858447488584,16.691826484018264,16.928401826484016,17.07283105022831,17.52036529680365,17.52337899543379,8.819804305283759,10.0,28.333333333333332,5.0,0.0,5.333333333333333
전라북도,감귤_-,9.5,13.047429074032486,8.111966945772245,18.829612246425633,3.867998278497083,5.772996512501214,1158.885238095238,7.426056965341718,4.41559260031582,1.6647891202292728,1438.5868189449595,7.435732144193855,45.32754536802369,72.01290494369768,12.965050099986097,1000.842539753831,12.192011485034165,6.1517297594986795,2.332745415075979,14.978504229358485,0.01029445103889295,0.02272855111054075,15.337416562403089,5.6963843529776605,15.464227636799162,15.494586121715699,15.587429298600194,15.658603862564565,15.706495845497415,15.947575043042145,16.10753424657534,16.475972602739724,16.520767123287676,10.717645300653388,45.0,26.5,2.5,0.5,13.5
제주도,감귤_-,21429.25,16.528703963620032,13.65369334343888,19.811062719889215,4.67324898632684,8.673609183256637,1775.40625,10.385570168051501,6.522533591586196,3.5117562598248373,3033.8519060184144,11.612667022232204,58.14499775432293,74.32631016543155,16.054281523691895,1011.4224701044241,12.186382214237593,5.704171968959753,1.9956022718766375,12.534828523841604,0.01064114080395235,0.02205095815555055,18.14596353581855,12.172387388651845,17.91050452878209,17.895928961748634,18.244868527525853,18.461595167356855,18.482580255192822,18.125970532480473,17.28324358542498,18.018143667190657,18.17743478693625,6.157369376450333,0.0,27.75,4.25,0.0,2.25
강원도,감자_가을,40.25,15.03693080357143,10.641696428571429,20.376897321428572,3.182543857366179,7.387767366859551,542.6833928571428,6.798080357142858,3.9697098214285718,1.5360044642857142,1326.7293402777777,9.593727678571428,47.29117063492064,73.23234126984127,13.791140873015873,995.5158928571428,11.680066964285716,5.704861111111112,1.9985003720238093,12.014784970238097,0.0,0.0,16.65247767857143,8.258060515873018,17.917410714285715,17.90513392857143,18.52388392857143,19.11629464285714,19.663839285714285,20.809040178571426,21.21004464285714,20.05825892857143,17.413504464285715,9.735200892857142,1.75,18.5,3.25,5.75,1.0
경기도,감자_가을,70.75,15.804464285714284,10.887276785714285,21.946707589285715,4.613528184778184,8.656756263718302,423.67083333333335,6.313002232142857,3.5914062500000004,1.352064732142857,1167.6692708333333,9.945591517857144,43.80357142857143,71.53045014880952,14.20243675595238,1008.701953125,11.684709821428573,5.943247767857143,1.8796792551480053,11.50863839285714,0.004017857142857125,0.0050223214285714,17.73660714285714,8.695926339285714,17.635974702380953,17.917879464285715,18.248921130952382,18.642559523809524,19.76002976190476,20.368468669562418,20.89799107142857,19.431584821428572,16.83558035714286,11.059430803571429,12.5,18.5,3.25,7.5,5.5
경상남도,감자_가을,492.5,17.307561383928572,12.788588169642857,23.021261160714282,4.074623617453975,10.196379430553344,640.9913690476191,6.15337213010204,3.5254823022959183,1.2800223214285715,1105.8421954719388,11.95735012755102,47.66015625,74.16149154974491,15.883812978316328,1007.9724051339285,11.717494419642858,5.634378985969388,1.979029017857143,12.226428571428572,0.0,0.0,19.506361607142857,10.492055963010204,19.041919642857145,19.3928869047619,19.886398809523808,20.256369047619046,20.984598214285718,21.92964124839125,21.08966517857143,19.501964285714283,17.489687500000002,10.23267299107143,9.25,18.5,3.25,0.5,4.75
경상북도,감자_가을,193.75,16.12127232142857,11.706986607142857,21.51310267857143,2.9212512817121117,6.937593269902365,590.0618948412699,7.499823908730159,4.474193948412699,1.930181671626984,1667.384375,10.829758804563493,49.001240079365076,73.9364273313492,14.852109375000001,1001.3081256200396,11.697042410714285,5.5909567212301585,1.7201674107142857,10.37318080357143,0.003816964285714225,0.0069866071428571,18.415213293650794,9.11890625,18.9796875,19.279352678571428,19.46372767857143,19.596986607142856,19.83828125,20.525334821428572,20.444308035714286,18.496316964285718,15.862388392857142,9.806116071428571,3.75,18.5,3.25,1.75,2.25
전라남도,감자_가을,552.5,18.07439413265306,14.267442602040814,22.579783163265304,4.1873802966123135,8.888778163013459,557.1695833333333,9.091656037414966,5.8921885629251705,2.6930378401360544,2326.4359587585036,13.623251488095239,56.180165816326536,77.46455676020408,17.401318027210888,1010.4475659013606,11.726466836734694,5.897071641156462,2.0245647321428573,12.375360863095239,0.0,0.0,20.03893494897959,12.174760841836735,20.254129464285715,20.47890625,20.77455357142857,21.001227678571425,21.40089285714286,22.159374999999997,22.348660714285717,21.567410714285714,19.30982142857143,8.31234056122449,0.5,18.5,3.25,0.0,1.75
전라북도,감자_가을,911.0,16.44671556122449,11.7562181122449,22.18565051020408,4.026755020901685,8.21870070152378,502.0363095238095,6.6641262755102035,3.9749468537414963,1.4600499574829933,1261.379517431973,11.802019557823128,49.85044642857143,76.72773171768706,15.652359693877552,1000.6099702380953,11.710778061224488,5.721109693877551,2.167276785714286,13.387566964285714,0.0014987244897959,0.0014987244897959,18.50344387755102,9.352965561224488,19.23310267857143,19.507284226190478,20.065193452380953,20.335989583333337,20.992604166666666,21.79154017857143,22.407773286679536,21.426605131917633,19.423022643178896,10.429432397959182,9.0,18.5,3.25,2.0,4.75
제주도,감자_가을,1126.5,20.409765625,17.666517857142857,23.569140625,5.575483047385621,11.710830714653758,746.2895833333333,10.32323288690476,6.456045386904762,3.4822172619047627,3007.7366071428573,15.707310267857142,60.56361607142857,75.71350446428572,19.44068080357143,1010.74609375,11.743136160714286,5.692912946428571,1.9347098214285712,11.669162946428571,0.0,0.0,21.569140625,16.17025669642857,21.627901785714286,21.590848214285714,22.252455357142857,22.976785714285715,23.234602236164733,23.346360199485204,22.966433397683396,22.56539173101673,20.45830518018018,5.902622767857142,0.0,18.5,3.25,0.0,1.0
충청남도,감자_가을,198.0,16.05410714285714,11.203035714285715,21.884732142857146,3.2935565800549353,7.3662895480226,430.98541666666665,6.477712053571428,3.7181026785714284,1.3369084821428572,1153.8771205357143,11.241261160714286,48.18080357142857,76.18395089285715,15.202511160714286,1009.4173437500001,11.69973214285714,5.722176339285714,1.882050353925354,11.637821951415702,0.0,0.0,18.219921874999997,9.38236607142857,18.582537202380955,18.774337797619047,18.9903125,19.430208333333333,20.298869047619046,20.812039293758044,20.674687500000005,18.692232142857144,16.175848214285715,10.681696428571428,9.0,18.5,3.25,2.25,5.25
충청북도,감자_가을,101.5,15.300647321428572,10.319553571428571,21.232991071428575,3.7811966012710694,8.465886935719988,554.6466666666668,7.181071428571428,4.269464285714285,1.6621875,1435.9848214285712,10.155256696428571,47.47098214285714,74.41524553571429,14.176752232142857,996.8259263392857,11.695535714285715,5.432209821428572,2.052594246031746,12.494945503539254,0.0,0.0,17.479319196428573,8.723080357142857,17.780602678571427,17.929129464285715,18.388749999999998,18.793333333333337,19.84966517857143,20.609720077220075,21.068839285714287,19.52285714285714,16.89207589285714,10.9134375,11.75,18.5,3.25,5.5,3.25
강원도,감자_고랭지,3483.5,20.368237704918034,15.690177595628416,25.749644808743167,3.5660578454245426,8.775902790173744,1066.6161805555555,7.369016393442623,4.265915300546448,1.6991393442622953,1467.8176836672737,13.925018214936248,46.867137219186404,70.93283697632057,17.31593199757134,989.731007893139,13.719139344262295,6.820388585306619,2.5408342440801457,17.455585837887064,0.0,0.0,23.729285063752275,13.799130236794172,23.488661202185792,23.39146174863388,23.116939890710384,22.876366120218577,22.438251366120216,20.621857923497267,19.141051912568305,16.596653005464482,15.24016393442623,10.059467213114754,16.5,21.75,4.25,5.75,4.75
경상북도,감자_고랭지,49.0,21.017943989071036,16.276605191256834,26.419672131147543,3.0096158261148664,7.7896932485367785,958.1789285714287,7.749238008500303,4.623331815421979,2.0269827717061326,1751.300956284153,14.712665072859744,47.573072252580445,71.54084319975713,18.172175925925927,995.6988756071646,13.654282786885245,6.81451844262295,2.2543055555555553,15.58431466302368,0.0,0.0,25.329193989071037,14.175490285367331,23.751229508196722,23.668852459016392,23.121106557377047,22.782103825136613,21.616256830601092,19.737158469945356,18.09815573770492,15.392691256830602,14.499043715846994,10.143066939890709,19.75,21.75,4.25,1.75,11.5
강원도,감자_봄,1748.5,18.52393691588785,13.173481308411214,24.340817757009347,2.859603921594327,7.581864735978604,501.56789682539676,8.08,4.641378504672897,1.8719392523364484,1617.3226635514018,10.465228452751818,39.89579439252337,64.86012201453791,14.034190031152647,989.2766848390447,14.204065420560747,7.549955867082036,2.745003504672897,19.482102024922117,0.0,0.0,22.200926791277254,10.688369678089304,21.493457943925236,21.37242990654206,20.833294392523364,20.339018691588784,19.624182242990653,17.12359813084112,15.42196261682243,13.715303738317758,14.209579439252337,11.167336448598132,17.25,7.0,1.0,5.75,0.0
경기도,감자_봄,1850.75,19.481074766355142,13.753329439252338,26.048656542056076,3.9311990139754753,9.988127282418695,493.0604166666667,7.616530373831776,4.406542056074766,1.7272780373831778,1492.2420171339563,11.21065031152648,37.62441588785047,63.825428348909654,14.729926012461057,1002.5020833333333,14.180841121495327,7.506950934579439,2.442266355140187,17.623668224299067,0.0,0.0,23.09713785046729,11.723539719626169,20.833995327102805,20.59672897196262,20.088995327102804,19.5593785046729,19.00998442367601,17.106105919003113,15.765233644859812,14.06397196261682,14.289205607476635,12.295327102803736,29.5,7.0,1.0,7.5,2.75
경상남도,감자_봄,1646.25,19.73222838785047,14.542946845794393,25.645852803738318,3.55561297460983,10.08860509313654,587.9327976190476,6.946783210947931,4.009304072096128,1.4961073097463282,1293.0640437249667,12.811515353805074,43.43195093457944,69.20304989986649,16.173064085447262,1002.600325433912,14.016822429906542,6.980223631508679,2.50428738317757,17.903142523364483,0.0,0.0,23.60565754339119,12.317510847797063,20.891744548286606,20.646066978193147,20.124665109034268,19.68352803738318,19.017679127725856,17.172390965732088,15.975630841121497,14.090210280373832,14.305280373831778,11.102905957943925,22.5,7.0,1.0,0.5,2.5
경상북도,감자_봄,3192.5,19.091728971962613,13.677231308411214,24.9278738317757,2.644137322799466,6.6731910441066296,439.6413888888889,8.382017133956385,4.975155763239876,2.2066147455867084,1906.2078660436136,11.208644859813083,40.53431983385254,65.56068016614745,14.717466251298024,995.4245456905503,14.119205607476635,7.491780893042575,2.4161253894080996,17.253718847352026,0.00016355140186915,0.00016355140186915,23.61179906542056,11.239678089304258,21.61892523364486,21.455490654205605,20.74591121495327,20.307943925233644,18.863317757009348,16.59497663551402,14.97476635514019,13.30607476635514,13.981892523364486,11.250642523364485,20.5,7.0,1.0,1.75,2.5
전라남도,감자_봄,2008.75,19.039452603471297,14.97820427236315,23.739886515353803,3.840426254104212,9.815662661514617,562.3177976190476,9.026835781041388,5.9726301735647525,2.6251001335113484,2267.3195371606585,14.533032932799287,56.23598130841122,78.38998108589232,17.766889185580773,1005.3074154428126,13.973264352469963,6.433344459279039,2.5266861370716507,17.448419003115262,0.0,0.0,22.54839786381843,13.192467734757454,21.140420560747664,20.835630841121493,20.50140186915888,20.11997663551402,20.289719626168225,18.652803738317758,17.2017523364486,15.643341121495325,15.630957943925234,8.761682242990652,3.5,7.0,1.0,0.0,0.25
전라북도,감자_봄,1021.5,19.095877837116156,13.87283044058745,25.169092122830442,3.7050689902029186,8.77512902276295,493.94184523809525,7.592762572318646,4.591338451268358,1.7682966177125055,1527.7567868268802,13.050528482421006,45.46523141967067,72.1111704494882,16.336621050289274,995.0882398753895,14.048631508678238,6.889452603471295,2.840607476635514,20.004158878504672,0.0,0.0,22.658845126835782,11.499933244325767,21.2582476635514,21.09969626168224,20.66713598130841,20.20964953271028,19.65266355140187,17.872897196261682,16.611308411214953,14.964415887850468,15.023808411214954,11.296261682242992,22.5,7.0,1.0,2.0,1.25
제주도,감자_봄,650.75,19.87094042056075,16.94836448598131,23.32716121495327,4.052235349958949,11.35510987533328,660.2416666666667,9.225253115264797,5.872215732087228,2.9661409657320874,2562.3592289719627,15.82838785046729,62.68341121495328,79.94517133956387,19.18041277258567,1006.1718068535824,13.884112149532708,6.027609034267913,2.4411565420560746,16.491343457943927,0.0,0.0,22.840420560747667,15.602180685358256,22.08317757009346,22.028504672897196,22.228904205607478,21.57455085745395,21.031542056074766,19.495093457943923,17.61915887850467,16.11378504672897,16.024766355140187,6.378796728971963,0.0,7.0,1.0,0.0,0.0
충청남도,감자_봄,2189.75,18.84803738317757,13.420584112149534,24.914158878504676,3.2479828329196687,8.448117824065216,460.1795833333333,7.211682242990655,4.295140186915888,1.612266355140187,1392.6449766355142,12.66341121495327,44.794859813084116,72.03306074766355,16.034380841121497,1003.516226635514,14.102476635514018,7.0225700934579445,2.4750802327631813,17.574449391641686,0.0,0.0,22.630654205607478,11.53640186915888,20.678523587004896,20.300547396528707,19.861095905651982,19.733508010680907,19.113504672897193,17.215155763239874,15.793247663551405,14.338200934579438,14.53231308411215,11.493574766355142,24.0,7.0,1.0,2.25,0.5
충청북도,감자_봄,1211.25,18.712079439252335,12.91210280373832,24.920654205607477,3.2011107664110847,7.725630280337941,458.2058333333333,8.088831775700935,4.823317757009347,1.9837383177570092,1713.9406542056074,10.74463785046729,39.20432242990654,64.9533878504673,14.24234813084112,990.9000000000001,14.127383177570092,7.259392523364486,2.716051401869159,19.326191588785047,0.0,0.0,22.460841121495324,10.982616822429906,20.94952124845706,20.722616822429906,20.207710280373835,19.771168224299068,19.117248331108144,17.33905473965287,16.119579439252337,14.18588785046729,14.275233644859817,12.00855140186916,26.75,7.0,1.0,5.5,1.25
강원도,고추_-,3153.75,15.570804340124596,10.656754364856553,21.099348379722464,3.325479227958848,7.293951056599793,1227.7072619047622,7.592230421646479,4.393420363091896,1.7495320312291114,1511.4162605203664,8.462260300526726,42.32759978936986,67.22927941617723,13.552597691238201,992.5511487772162,12.978780346782171,6.790519679360921,2.417276579057601,16.043465487219592,0.000656934306569325,0.001569343065693425,18.116445783535198,8.251570724490431,18.139054604154968,18.046671044891845,17.915268809657498,17.837992800994623,17.635719131841395,16.83584930884201,16.2964009986364,15.643154929012592,15.431280747840967,10.442594014865914,27.0,22.5,4.25,5.75,4.75
경기도,고추_-,2887.5,16.44898682521858,11.118916773615679,22.74797782813294,4.374891919570343,8.9199276807411,1073.7875,7.154782848943434,4.130625685142109,1.5917598571339449,1375.2279707316204,9.007855906259193,39.286523923157134,65.76764658698966,14.122004954190174,1005.9038230651141,12.969288254324749,6.876343463410069,2.172417806713427,14.674248052358225,0.004094977407021175,0.0055585077939092,19.03059279275064,9.0631707429837,17.946805640155297,17.84650559883593,17.633216161516952,17.64017353843741,17.39580973770755,16.5690396424338,16.027725194513515,15.357600866286997,15.178083206331381,11.629061054517258,56.75,22.5,4.25,7.5,17.5
경상남도,고추_-,4166.75,17.42387987620652,12.464796479372211,23.241034079971126,3.699389689302941,9.31872474337365,1405.623630952381,6.806153274406338,3.919667642815127,1.4564316342763943,1258.4772762593248,10.688647923374853,43.378866696173134,69.04832056032689,15.469514846575914,1005.5496120830421,12.90066951752627,6.642835520297395,2.295601922408492,15.513749248014758,0.0,0.0,20.53781431789448,10.192923842754395,18.764358049264793,18.71917897917168,18.643937015821212,18.42967288078834,18.28316587134418,17.614350296569313,15.664807291248898,15.178173310874042,15.081594208710996,10.776237600598915,41.25,22.5,4.25,0.5,19.0
경상북도,고추_-,7118.0,16.464851842196733,11.49614412047806,22.053008208336674,2.864694348290162,6.736778840826437,1234.889632936508,8.168205726079814,4.865847021321474,2.1507287553957264,1858.2377623964303,9.331712400366598,42.731207573178374,67.29626617603807,14.299001552988779,998.5437669131693,12.943349843587072,6.798192942330716,2.1319524656203486,14.250572851216099,0.0455742159300553,0.255668364482233,19.829952474532764,9.025630022518708,18.964972193256866,18.974158277853533,18.60803304056041,18.39366644608433,17.66050840886607,16.718978937728938,15.958263315152003,14.89149504692388,14.756329209112057,10.556864087858614,33.5,22.5,4.25,1.75,11.5
전라남도,고추_-,5244.75,17.272394812781933,13.289235390955934,21.909746683625723,3.817972196314501,8.379728362523263,1234.3340476190476,9.26903229287223,6.0810367847307365,2.7587397395791555,2382.902142927169,12.558076727322035,54.70965873716135,76.61256378744648,16.978245210212105,1008.2974201097245,12.882138942045096,6.410548164614902,2.332117924654421,15.370404673894637,0.008959701230295575,0.020288705038444297,20.15366036176777,11.380288509283558,19.296228710462287,19.17053003261945,19.08679848132403,18.950825345578995,19.194858593353118,18.55986420817625,17.96069857757814,17.32717624528756,16.97341047030828,8.620511292669791,8.0,22.5,4.25,0.0,5.75
전라북도,고추_-,4654.0,16.540439522243485,11.558944995741136,22.419981942805197,3.9208788203662714,8.1408275533681,1150.0117857142857,7.328282363853271,4.415296573430046,1.6778254910423835,1449.7341449681123,10.920995459759798,46.21232291344388,72.89416198446439,15.508102788186207,998.1859442738353,12.913402955230382,6.5432371938107075,2.5760881059329965,17.19132432956338,0.0024425435530753253,0.0030437497851470503,19.366714268526053,9.062133174437658,16.93776223434902,16.947393665870898,16.60529167868735,16.44855257609986,16.13314832571269,15.577354857253063,15.767323956977545,15.08962963992897,14.717030978542098,10.861036947064061,41.75,22.5,4.25,2.0,16.75
제주도,고추_-,67.0,18.916826672415176,16.059903394962703,22.236149601614926,4.67324898632684,10.590902262893868,1613.6916666666668,10.030390285910359,6.3288407785442455,3.3473146328529544,2891.6729933691613,14.31723085055658,60.13318243496163,76.48340240457028,18.59210643877615,1008.9121699898844,12.844401553434402,6.119862743197597,2.2390278836127373,14.541488345899841,0.00576923076923075,0.0132326007326007,21.1989037726264,14.698869292710532,20.53755848774097,20.484054570733406,20.80279472896165,20.650127235530054,20.37334669409594,19.528125181852644,18.28970709634219,17.938098649060972,17.702091204603683,6.176246206652229,0.0,22.5,4.25,0.0,2.25
충청남도,고추_-,3335.75,16.220020186626027,11.04118633191626,22.116132523194565,3.387672375550699,7.518012642472814,1018.7283333333332,7.012653923023449,4.122271012138713,1.529529691719473,1321.3339382636827,10.463653562070533,45.41891526964519,72.64230089101896,15.200373051522686,1006.8985739686105,12.936273294831688,6.573961391406646,2.2393102006148773,15.018203634671124,0.00290379936365335,0.005330806662923425,19.2510852316783,9.159740264297746,17.43050966168323,17.310581167256668,17.00984414459766,17.03845708407448,16.668755471719738,15.915690677655434,15.533458284936689,14.93346483150139,14.974001213295182,11.074946191278308,43.0,22.5,4.25,2.25,14.5
충청북도,고추_-,2868.0,15.852219192000213,10.432098272773455,21.86011403438411,3.6762879116872176,7.8827866400351025,1170.2979166666669,7.820370310954252,4.660932461698884,1.887747787492313,1631.1778789337186,8.844843637202214,41.65057986417475,67.48538272706612,13.803677675730597,994.0591598486672,12.947087310499718,6.593790373252052,2.4561762720248126,16.462552371594345,0.0,0.0,18.71440292371862,8.575285821234727,17.811664588841182,17.728573240494484,17.520482570707863,17.485175574159978,17.26595040907997,16.46349897061576,15.956748048180529,15.33271449961231,15.182761189540386,11.428015761610652,52.0,22.5,4.25,5.5,11.25
강원도,단감_-,4.0,13.566095149630979,8.62866244565767,19.104101733899505,3.307682197930725,6.822414398788694,1277.2972023809525,7.619493756950764,4.407390632898594,1.7623501668183197,1522.502684763927,6.241501432278502,40.94981093923769,65.8421661077972,12.310998688482233,993.6445914271111,12.594666919421696,6.749587686336625,2.322217516766084,15.175432910389917,0.0006111111111111,0.001444444444444425,15.867226729686923,6.072187670609646,16.137767793954097,16.06190552016985,16.0561610302295,16.109856308765544,16.047377666565563,15.782594783136183,15.649113335355374,15.617848422808613,15.623603654837732,10.475439288241837,29.0,26.75,4.25,5.75,4.75
