지역 이름,년도,생산량,면적,일 평균기온,일 최저기온,일 최고기온,일 평균풍속,일 평균상대습도,일 최저상대습도,일 강수량,일 누적일조시간
경상북도,2001,177299,11498,7.116279069767442,4.172480620155039,10.317829457364342,0.7306201550387597,30.00968992248062,18.637596899224807,1.4806201550387597,2.895348837209302
경상북도,2002,185878,11211,14.193798449612403,9.054263565891473,20.296511627906977,1.5096899224806202,64.20736434108527,41.69961240310077,4.199612403100775,6.0310077519379846
경상북도,2003,162414,10763,13.255813953488373,8.583333333333334,18.63372093023256,1.246124031007752,70.13953488372093,47.98062015503876,6.486434108527132,5.205426356589148
경상북도,2004,159985,10081,14.27992277992278,8.781853281853282,20.486486486486488,1.2567567567567568,62.206563706563706,39.55791505791506,3.9633204633204633,6.258687258687258
경상북도,2005,174896,9926,13.99031007751938,8.812015503875969,19.916666666666668,1.5251937984496124,63.0,41.48837209302326,3.13953488372093,6.403100775193798
경상북도,2006,148065,8408,13.670542635658915,8.7015503875969,19.622093023255815,1.321705426356589,66.34496124031008,43.27325581395349,4.315891472868217,5.5852713178294575
경상북도,2007,147367,8293,13.949612403100776,8.883720930232558,20.001937984496124,1.2616279069767442,68.18023255813954,40.87015503875969,4.0,5.660852713178294
경상북도,2008,155982,8141,13.781853281853282,8.63127413127413,19.523166023166024,1.4266409266409266,63.42857142857143,37.88223938223938,2.6833976833976836,5.577220077220077
경상북도,2009,133578,8347,13.936046511627907,8.478682170542635,20.021317829457363,1.441860465116279,60.73449612403101,35.27713178294574,2.7713178294573644,5.459302325581396
경상북도,2010,125954,8341,13.72157622739018,8.928294573643411,19.242248062015506,1.4179586563307496,64.67571059431523,40.59754521963824,3.6614987080103356,4.9689922480620154
경상북도,2011,106702,8306,13.29328165374677,8.427260981912143,18.850516795865634,1.5144702842377262,61.644056847545215,37.3874677002584,3.9089147286821704,5.285012919896641
경상북도,2012,123973,8306,13.694465894465894,8.952895752895754,19.184555984555985,1.442342342342342,61.49047619047619,37.9060489060489,3.879279279279279,5.6505791505791505
경상북도,2013,115243,8247,13.956718346253231,8.764211886304908,20.01421188630491,1.3772609819121449,62.04974160206718,37.864987080103354,2.9147286821705425,6.281653746770025
경상북도,2014,119166,8069,14.13049095607235,8.960594315245478,20.18798449612403,1.1950904392764858,62.706072351421184,36.91214470284238,3.352713178294574,5.580749354005168
경상북도,2015,119549,7714,14.5,9.213178294573641,20.50904392764858,1.3520671834625324,60.8578811369509,35.979328165374675,2.2635658914728682,6.3966408268733845
경상북도,2016,134328,7786,14.978764478764479,9.824324324324325,20.963320463320464,1.2722007722007722,61.666023166023166,35.88610038610039,3.1969111969111967,6.372586872586872
경상북도,2017,108602,6809,15.029715762273902,9.598191214470285,21.28423772609819,1.3785529715762275,58.55813953488372,32.31653746770026,2.711886304909561,6.859173126614986
경상북도,2018,95840,6769,14.818798449612403,9.489664082687339,20.841731266149868,1.3439922480620154,59.900193798449614,35.14793281653746,3.778423772609819,6.5051679586563305
경상북도,2019,88416,6773,14.914082687338501,9.592377260981912,20.87144702842377,1.2144702842377262,61.3062015503876,37.211886304909555,2.63953488372093,6.340439276485789
