지점 번호,지점명,시간,평균 기온,최저 기온,최저 기온 시각,최고 기온,최대 기온 시각,10분 최다강수량 시각,1시간 최다강수량,1시간 최다 강수량 시각,일강수량,최대 순간풍속,최대 순간 풍속 풍향,최대 순간풍속 시각,최대 풍속,최대 풍속 풍향,최대 풍속 시각,평균 풍속,풍정합,최대 풍향,평균 이슬점온도,최소 상대습도,평균 상대습도 시각,평균 상대습도,평균 증기압,평균 현지기압,최고 해면 기압,최고 해면기압 시각,최저 해면기압,최저 해면기압 시각,평균 해면기압,가조시간,합계 일조 시간,1시간 최다 일사량 시각,1시간 최다 일사량,합계 일사,일 최심신적설,일 최심신적설 시각,일 최심적설,일 최심적설 시각,합계 3시간 신적설,평균 전운량,평균 중하층운량,평균 지면온도,최저 초상온도,평균 5cm 지중온도,평균10cm 지중온도,평균 20cm 지중온도,평균 30cm 지중온도,0.5m 지중온도,1.0m 지중온도,1.5m 지중온도,3.0m 지중온도,5.0m 지중온도,합계 대형증발량,합계 소형증발량,9-9강수,일기현상,안개 계속 시간
130,울진,2001-01-01,0.2,-5.2,657,6.5,1408,,,,,9.0,270,459,6.4,230,2040,3.3,2831,270,-16.1,11,1347,29.8,1.8,1008.7,1019.4,527,1009.8,2400,1014.8,9.7,8.1,,,,,,,,,2.3,0.9,-0.7,-8.4,,,,,,,,,,,,,,
130,울진,2001-01-02,1.5,-2.3,2353,5.2,1226,,,,,18.0,250,1307,9.9,270,1250,3.9,3347,290,-13.1,17,1514,33.8,2.4,1006.6,1017.3,2356,1009.6,23,1012.7,9.7,5.5,,,,,,,,,2.5,1.1,0.0,-5.8,,,,,,,,,,,,,{박무}0410-{박무}{강도0}0600-{박무}{강도0}0900-0943.  {황사}1045-{황사}{강도0}1200-{황사}{강도0}1500-{황사}{강도0}1800-{황사}{강도0}2100-2250.,
130,울진,2001-01-03,-3.1,-6.9,657,1.5,1255,,,,,16.0,290,1407,9.0,290,1530,4.7,4027,290,-21.4,14,1227,22.6,1.1,1013.5,1021.2,819,1017.2,0,1019.8,9.7,8.4,,,,,,,,,0.5,0.0,-2.9,-10.5,,,,,,,,,,,,,,
130,울진,2001-01-04,-3.3,-7.5,737,2.5,1445,,,,,13.0,290,159,9.2,290,510,4.3,3719,270,-24.4,10,1227,17.8,0.9,1017.7,1027.3,2302,1019.8,57,1024.0,9.7,8.2,,,,,,,,,0.0,0.0,-2.6,-10.5,,,,,,,,,,,,,,
130,울진,2001-01-05,-1.9,-6.4,145,4.8,1425,,,,,12.0,320,1534,8.6,340,1600,3.9,3353,250,-19.4,14,1218,25.6,1.4,1023.3,1032.5,2324,1027.0,30,1029.6,9.7,8.8,,,,,,,,,0.0,0.0,-2.7,-10.1,,,,,,,,,,,,,,
130,울진,2001-01-06,-0.9,-7.8,751,3.8,1130,,,,,7.0,360,1322,4.4,270,350,2.6,2219,290,-10.4,21,1044,48.5,2.9,1027.1,1035.5,948,1031.4,2358,1033.4,9.8,7.5,,,,,,,,,4.6,2.6,-1.4,-9.4,,,,,,,,,,,,5.9,,
130,울진,2001-01-07,4.0,1.0,1,5.8,1758,,,,36.2,15.0,110,755,11.9,110,820,7.0,6077,110,2.0,61,24,87.0,7.2,1014.4,1031.4,0,1014.4,1722,1020.5,9.8,0.0,,,,,,,,,10.0,5.9,1.9,-0.6,,,,,,,,,,,,40.5,{비}0408-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400-,
130,울진,2001-01-08,2.1,1.3,248,5.3,1322,,,,11.3,13.0,360,49,8.6,340,40,5.7,4921,340,0.5,67,1330,89.0,6.4,1017.9,1026.3,1534,1017.3,3,1024.1,9.8,1.0,,,,,,,,,9.5,7.6,1.8,-0.3,,,,,,,,,,,,1.9,-{비}-{비}{강도0}0300-{비}{강도0}0600-{진눈깨비}0815-{눈}0822-{진눈깨비}0835-{진눈깨비}{강도0}0900-{비}0940-1047.  {비}1355-{진눈깨비}1451-{진눈깨비}{강도0}1500-1515.  {비}1645-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400-,
130,울진,2001-01-09,4.5,1.6,107,9.0,1421,,,,1.7,8.0,290,1653,5.1,270,2150,2.2,1921,270,1.5,56,2354,81.1,7.0,1008.7,1025.1,0,1009.1,1454,1014.8,9.8,0.4,,,,,,,,,9.3,5.3,4.0,0.1,,,,,,,,,,,,0.9,-{비}-{비}{강도0}0300-0415.  {비}0810-0846.  {비}1118-{비}{강도0}1200-1428.  {달무리}2315-,
130,울진,2001-01-10,1.4,-1.5,709,5.7,1306,,,,,12.0,270,2132,7.0,270,2120,3.4,2948,270,-12.2,18,1127,35.5,2.4,1008.7,1017.8,1014,1011.7,2350,1014.9,9.8,8.5,,,,,,,,,1.4,0.0,1.3,-4.8,,,,,,,,,,,,,-{달무리}-0325.,
