지점 번호,지점명,시간,평균 기온,최저 기온,최고 기온,1시간 최다강수량,일강수량,최대 순간풍속,최대 풍속,평균 풍속,풍정합,평균 이슬점온도,최소 상대습도,평균 상대습도,평균 증기압,평균 현지기압,가조시간,합계 일조 시간,1시간 최다 일사량,합계 일사,일 최심신적설,일 최심적설,평균 지면온도,최저 초상온도,평균 5cm 지중온도,평균10cm 지중온도,평균 20cm 지중온도,평균 30cm 지중온도,0.5m 지중온도,1.0m 지중온도,1.5m 지중온도,3.0m 지중온도,5.0m 지중온도
211,인제,2001-01-01,-6.3,-13.1,-1.7,,0.0,6.0,4.0,1.4,1210.0,-11.8,40,67.0,2.5,992.7,9.6,2.2,,,0.3,0.3,,-15.2,,,,,,,,,
211,인제,2001-01-02,-3.5,-7.8,-1.3,,0.0,12.7,7.8,3.3,2851.0,-13.6,30,46.8,2.2,991.1,9.6,0.0,,,0.1,0.4,,-10.1,,,,,,,,,
211,인제,2001-01-03,-7.9,-10.4,-3.7,,,10.1,7.6,2.8,2419.0,-19.8,29,37.6,1.2,997.3,9.6,5.5,,,0.0,0.0,,-13.7,,,,,,,,,
211,인제,2001-01-04,-10.3,-14.3,-4.1,,,9.0,8.2,2.0,1728.0,-19.6,27,47.6,1.3,1003.2,9.6,5.6,,,0.0,0.0,,-18.4,,,,,,,,,
211,인제,2001-01-05,-9.3,-15.9,-1.8,,,8.9,5.3,1.2,1037.0,-16.0,33,60.4,1.7,1008.2,9.6,2.4,,,0.0,0.0,,-19.0,,,,,,,,,
211,인제,2001-01-06,-5.9,-14.8,1.8,,,5.8,4.0,1.2,1037.0,-13.1,23,61.0,2.2,1009.2,9.6,6.6,,,0.0,0.0,,-18.7,,,,,,,,,
211,인제,2001-01-07,0.4,-1.6,1.2,,7.5,9.9,7.0,3.8,3283.0,-2.8,56,79.3,5.0,997.3,9.7,0.0,,,11.7,11.7,,-3.4,,,,,,,,,
211,인제,2001-01-08,0.5,-1.3,2.2,,,7.0,4.7,2.1,1814.0,-3.5,61,74.3,4.7,1000.8,9.7,0.0,,,0.0,11.7,,-2.2,,,,,,,,,
211,인제,2001-01-09,0.5,-2.4,2.5,,3.0,7.1,4.7,1.7,1469.0,-3.1,57,77.3,4.9,992.5,9.7,0.0,,,0.6,8.8,,-7.2,,,,,,,,,
211,인제,2001-01-10,-6.6,-11.9,-1.0,,,4.7,4.0,1.4,1210.0,-11.1,40,71.9,2.6,992.8,9.7,6.9,,,0.0,7.8,,-16.0,,,,,,,,,
