지점 번호,지점명,시간,평균 기온,최저 기온,최고 기온,1시간 최다강수량,일강수량,최대 순간풍속,최대 풍속,평균 풍속,풍정합,평균 이슬점온도,최소 상대습도,평균 상대습도,평균 증기압,평균 현지기압,가조시간,합계 일조 시간,1시간 최다 일사량,합계 일사,일 최심신적설,일 최심적설,평균 지면온도,최저 초상온도,평균 5cm 지중온도,평균10cm 지중온도,평균 20cm 지중온도,평균 30cm 지중온도,0.5m 지중온도,1.0m 지중온도,1.5m 지중온도,3.0m 지중온도,5.0m 지중온도
140,군산,2001-01-01,-0.6,-6.0,5.1,,1.7,17.8,10.7,2.6,2246.0,-6.4,46.0,64.9,3.9,1014.1,9.8,7.1,,,0.0,0.0,-2.4,-8.7,,,,,,,,,
140,군산,2001-01-02,2.2,-1.9,5.5,,0.1,22.2,16.4,7.0,6048.0,-3.9,45.0,63.3,4.6,1015.4,9.8,2.4,,,0.0,0.0,0.9,-3.8,,,,,,,,,
140,군산,2001-01-03,-3.3,-6.7,0.2,,0.9,9.5,6.9,2.9,2506.0,-10.0,41.0,59.9,2.9,1021.4,9.8,6.0,,,2.0,2.0,-2.6,-8.4,,,,,,,,,
140,군산,2001-01-04,-5.2,-8.4,-2.0,,2.5,13.2,9.1,3.7,3197.0,-11.1,45.0,63.5,2.6,1026.3,9.8,8.8,,,5.2,6.9,-1.3,-10.6,,,,,,,,,
140,군산,2001-01-05,-3.7,-8.2,0.7,,,7.8,5.6,2.5,2160.0,-9.9,39.0,63.0,2.9,1030.4,9.8,8.2,,,0.0,0.9,-2.8,-10.8,,,,,,,,,
140,군산,2001-01-06,-0.5,-5.5,3.3,,,11.1,8.0,3.8,3283.0,-11.1,24.0,47.1,2.6,1027.9,9.8,5.5,,,0.0,0.0,-1.8,-9.6,,,,,,,,,
140,군산,2001-01-07,2.3,0.7,3.6,,43.0,22.0,14.8,6.7,5789.0,1.0,32.0,90.4,6.6,1010.4,9.8,0.0,,,2.3,2.3,-0.3,-0.9,,,,,,,,,
140,군산,2001-01-08,4.1,1.7,8.0,,0.0,11.1,8.3,3.8,3283.0,-0.2,53.0,73.0,6.0,1017.7,9.9,8.6,,,0.0,0.0,1.6,-1.1,,,,,,,,,
140,군산,2001-01-09,2.8,-0.7,5.5,,7.0,16.8,11.8,6.0,5184.0,-1.0,61.0,75.8,5.8,1013.7,9.9,0.0,,,0.0,0.0,1.8,-3.0,,,,,,,,,
140,군산,2001-01-10,-1.7,-4.6,1.4,,,9.5,7.2,3.1,2678.0,-11.4,18.0,50.3,2.6,1015.5,9.9,9.1,,,0.0,0.0,-2.4,-7.2,,,,,,,,,
140,군산,2001-01-11,-1.7,-6.9,1.9,,2.4,14.6,9.6,4.0,3456.0,-9.5,28.0,55.9,3.1,1015.3,9.9,8.7,,,1.5,1.5,-1.2,-9.4,,,,,,,,,
