,지역 아이디,지역 이름,일 평균상대습도,일 평균기온,일 평균풍속,일 최고기온,일 최저상대습도,일 최저기온,일 강수량,일 누적일조시간,작물 명,작물별 특성아이디,작물별 특성 이름,특보 코드,특보 발효 여부,연월일
2463,4723000000,영천,72,16,1,20,56,13,0,6,복숭아,PA180201,유명,,0,2004-05-16 00:00:00
2464,4729000000,경산,0,19,2,23,0,15,0,0,복숭아,PA180201,유명,,0,2004-05-17 00:00:00
2465,4723000000,영천,58,17,3,22,36,12,0,10,복숭아,PA180201,유명,,0,2004-05-17 00:00:00
2466,4723000000,영천,51,19,1,27,28,8,0,11,복숭아,PA180201,유명,,0,2004-05-18 00:00:00
2467,4729000000,경산,0,20,3,29,0,10,0,0,복숭아,PA180201,유명,,0,2004-05-18 00:00:00
2468,4729000000,경산,0,20,3,23,0,17,0,0,복숭아,PA180201,유명,,0,2004-05-19 00:00:00
2469,4723000000,영천,49,19,1,22,33,16,0,6,복숭아,PA180201,유명,,0,2004-05-19 00:00:00
2470,4729000000,경산,0,21,2,28,0,14,0,0,복숭아,PA180201,유명,,0,2004-05-20 00:00:00
2471,4723000000,영천,60,19,1,27,40,11,0,10,복숭아,PA180201,유명,,0,2004-05-20 00:00:00
2472,4723000000,영천,58,18,2,24,31,10,0,8,복숭아,PA180201,유명,,0,2004-05-21 00:00:00
2473,4729000000,경산,0,20,2,24,0,14,1,0,복숭아,PA180201,유명,,0,2004-05-21 00:00:00
2474,4729000000,경산,0,19,2,27,0,11,0,0,복숭아,PA180201,유명,,0,2004-05-22 00:00:00
2475,4723000000,영천,50,17,1,26,18,7,0,12,복숭아,PA180201,유명,,0,2004-05-22 00:00:00
2476,4729000000,경산,0,18,1,25,0,11,0,0,복숭아,PA180201,유명,,0,2004-05-23 00:00:00
2477,4723000000,영천,54,17,1,25,28,8,0,9,복숭아,PA180201,유명,,0,2004-05-23 00:00:00
2478,4723000000,영천,58,18,1,27,29,8,0,12,복숭아,PA180201,유명,,0,2004-05-24 00:00:00
2479,4729000000,경산,0,20,1,27,0,12,0,0,복숭아,PA180201,유명,,0,2004-05-24 00:00:00
2480,4729000000,경산,0,22,1,31,0,13,0,0,복숭아,PA180201,유명,,0,2004-05-25 00:00:00
2481,4723000000,영천,52,20,1,29,21,9,0,12,복숭아,PA180201,유명,,0,2004-05-25 00:00:00
2482,4723000000,영천,60,18,1,25,38,12,0,4,복숭아,PA180201,유명,,0,2004-05-26 00:00:00
2483,4729000000,경산,0,21,2,25,0,18,0,0,복숭아,PA180201,유명,,0,2004-05-26 00:00:00
2484,4723000000,영천,58,21,1,28,37,13,0,7,복숭아,PA180201,유명,,0,2004-05-27 00:00:00
2485,4729000000,경산,0,22,2,28,0,15,0,0,복숭아,PA180201,유명,,0,2004-05-27 00:00:00
2486,4723000000,영천,70,22,1,23,58,19,4,0,복숭아,PA180201,유명,,0,2004-05-28 00:00:00
2487,4729000000,경산,0,23,3,25,0,22,5,0,복숭아,PA180201,유명,,0,2004-05-28 00:00:00
2488,4723000000,영천,64,25,1,32,33,18,1,9,복숭아,PA180201,유명,,0,2004-05-29 00:00:00
2489,4729000000,경산,0,26,1,33,0,21,4,0,복숭아,PA180201,유명,,0,2004-05-29 00:00:00
2490,4723000000,영천,76,20,0,22,62,15,0,1,복숭아,PA180201,유명,,0,2004-05-30 00:00:00
2491,4729000000,경산,0,21,1,23,0,19,2,0,복숭아,PA180201,유명,,0,2004-05-30 00:00:00
2492,4723000000,영천,64,18,2,22,38,11,1,7,복숭아,PA180201,유명,,0,2004-05-31 00:00:00
2493,4729000000,경산,0,20,2,23,0,15,0,0,복숭아,PA180201,유명,,0,2004-05-31 00:00:00
2494,4729000000,경산,0,21,1,30,0,12,0,0,복숭아,PA180201,유명,,0,2004-06-01 00:00:00
2495,4723000000,영천,54,19,1,29,23,8,0,11,복숭아,PA180201,유명,,0,2004-06-01 00:00:00
2496,4723000000,영천,52,19,1,28,23,12,0,10,복숭아,PA180201,유명,,0,2004-06-02 00:00:00
2497,4729000000,경산,0,22,1,30,0,15,0,0,복숭아,PA180201,유명,,0,2004-06-02 00:00:00
2498,4723000000,영천,46,21,1,31,17,9,0,12,복숭아,PA180201,유명,,0,2004-06-03 00:00:00
2499,4729000000,경산,0,23,1,33,0,13,0,0,복숭아,PA180201,유명,,0,2004-06-03 00:00:00
2500,4723000000,영천,47,22,1,34,14,11,0,11,복숭아,PA180201,유명,,0,2004-06-04 00:00:00
2501,4729000000,경산,0,25,1,36,0,14,0,0,복숭아,PA180201,유명,,0,2004-06-04 00:00:00
2502,4723000000,영천,48,21,1,31,19,11,0,10,복숭아,PA180201,유명,,0,2004-06-05 00:00:00
2503,4729000000,경산,0,24,2,33,0,16,0,0,복숭아,PA180201,유명,,0,2004-06-05 00:00:00
2504,4723000000,영천,50,21,2,28,28,15,0,9,복숭아,PA180201,유명,,0,2004-06-06 00:00:00
2505,4729000000,경산,0,23,2,30,0,17,0,0,복숭아,PA180201,유명,,0,2004-06-06 00:00:00
2506,4723000000,영천,71,17,0,20,47,15,6,0,복숭아,PA180201,유명,,0,2004-06-07 00:00:00
2507,4729000000,경산,0,18,1,21,0,16,5,0,복숭아,PA180201,유명,,0,2004-06-07 00:00:00
2508,4729000000,경산,0,19,1,24,0,16,3,0,복숭아,PA180201,유명,,0,2004-06-08 00:00:00
2509,4723000000,영천,74,18,0,23,53,14,1,4,복숭아,PA180201,유명,,0,2004-06-08 00:00:00
2510,4729000000,경산,0,22,1,28,0,16,0,0,복숭아,PA180201,유명,,0,2004-06-09 00:00:00
2511,4723000000,영천,62,21,1,28,40,15,0,10,복숭아,PA180201,유명,,0,2004-06-09 00:00:00
2512,4729000000,경산,0,23,2,32,0,17,0,0,복숭아,PA180201,유명,,0,2004-06-10 00:00:00
2513,4723000000,영천,59,20,2,29,39,15,0,10,복숭아,PA180201,유명,,0,2004-06-10 00:00:00
2514,4729000000,경산,0,23,1,31,0,15,0,0,복숭아,PA180201,유명,,0,2004-06-11 00:00:00
2515,4723000000,영천,53,20,1,28,30,11,0,11,복숭아,PA180201,유명,,0,2004-06-11 00:00:00
2516,4729000000,경산,0,22,3,29,0,17,0,0,복숭아,PA180201,유명,,0,2004-06-12 00:00:00
2517,4723000000,영천,54,19,2,28,28,12,0,10,복숭아,PA180201,유명,,0,2004-06-12 00:00:00
2518,4729000000,경산,0,23,1,33,0,11,0,0,복숭아,PA180201,유명,,0,2004-06-13 00:00:00
2519,4723000000,영천,48,20,1,31,17,8,0,12,복숭아,PA180201,유명,,0,2004-06-13 00:00:00
2520,4729000000,경산,0,25,1,34,0,16,0,0,복숭아,PA180201,유명,,0,2004-06-14 00:00:00
2521,4723000000,영천,47,23,1,32,21,11,0,12,복숭아,PA180201,유명,,0,2004-06-14 00:00:00
2522,4729000000,경산,0,25,1,36,0,18,0,0,복숭아,PA180201,유명,,0,2004-06-15 00:00:00
2523,4723000000,영천,53,23,1,34,20,14,0,10,복숭아,PA180201,유명,,0,2004-06-15 00:00:00
2524,4723000000,영천,66,20,2,27,44,14,0,9,복숭아,PA180201,유명,,0,2004-06-16 00:00:00
2525,4729000000,경산,0,23,2,30,0,17,0,0,복숭아,PA180201,유명,,0,2004-06-16 00:00:00
2526,4723000000,영천,81,18,0,20,74,17,30,0,복숭아,PA180201,유명,,0,2004-06-17 00:00:00
2527,4729000000,경산,0,19,1,21,0,18,41,0,복숭아,PA180201,유명,,0,2004-06-17 00:00:00
2528,4723000000,영천,72,22,0,28,56,17,1,5,복숭아,PA180201,유명,,0,2004-06-18 00:00:00
2529,4729000000,경산,0,22,1,29,0,18,2,0,복숭아,PA180201,유명,,0,2004-06-18 00:00:00
2530,4723000000,영천,84,19,1,21,75,18,79,0,복숭아,PA180201,유명,,0,2004-06-19 00:00:00
2531,4729000000,경산,0,20,1,21,0,18,89,0,복숭아,PA180201,유명,,0,2004-06-19 00:00:00
2532,4723000000,영천,81,22,2,28,69,20,19,3,복숭아,PA180201,유명,,0,2004-06-20 00:00:00
2533,4729000000,경산,0,23,2,29,0,20,11,0,복숭아,PA180201,유명,,0,2004-06-20 00:00:00
2534,4723000000,영천,76,21,1,25,62,18,45,3,복숭아,PA180201,유명,,0,2004-06-21 00:00:00
2535,4729000000,경산,0,22,2,26,0,19,74,0,복숭아,PA180201,유명,,0,2004-06-21 00:00:00
2536,4723000000,영천,62,25,1,30,47,19,0,11,복숭아,PA180201,유명,,0,2004-06-22 00:00:00
2537,4729000000,경산,0,25,2,32,0,19,0,0,복숭아,PA180201,유명,,0,2004-06-22 00:00:00
2538,4729000000,경산,0,27,2,34,0,22,0,0,복숭아,PA180201,유명,,0,2004-06-23 00:00:00
2539,4723000000,영천,63,26,1,31,48,20,0,9,복숭아,PA180201,유명,,0,2004-06-23 00:00:00
2540,4723000000,영천,73,23,1,26,54,19,1,2,복숭아,PA180201,유명,,0,2004-06-24 00:00:00
2541,4729000000,경산,0,24,2,28,0,20,0,0,복숭아,PA180201,유명,,0,2004-06-24 00:00:00
2542,4723000000,영천,77,21,1,23,68,19,2,0,복숭아,PA180201,유명,,0,2004-06-25 00:00:00
2543,4729000000,경산,0,21,2,23,0,19,1,0,복숭아,PA180201,유명,,0,2004-06-25 00:00:00
2544,4729000000,경산,0,23,2,26,0,20,0,0,복숭아,PA180201,유명,,0,2004-06-26 00:00:00
2545,4723000000,영천,77,21,1,24,67,19,0,1,복숭아,PA180201,유명,,0,2004-06-26 00:00:00
2546,4723000000,영천,73,23,1,29,54,19,44,9,복숭아,PA180201,유명,,0,2004-06-27 00:00:00
2547,4729000000,경산,0,24,1,32,0,21,39,0,복숭아,PA180201,유명,,0,2004-06-27 00:00:00
2548,4723000000,영천,70,24,0,30,48,19,0,9,복숭아,PA180201,유명,,0,2004-06-28 00:00:00
2549,4729000000,경산,0,25,1,31,0,20,0,0,복숭아,PA180201,유명,,0,2004-06-28 00:00:00
2550,4723000000,영천,63,25,1,30,46,21,0,8,복숭아,PA180201,유명,,0,2004-06-29 00:00:00
2551,4729000000,경산,0,26,2,31,0,22,0,0,복숭아,PA180201,유명,,0,2004-06-29 00:00:00
2552,4723000000,영천,69,23,1,27,55,20,0,6,복숭아,PA180201,유명,,0,2004-06-30 00:00:00
2553,4729000000,경산,0,24,2,30,0,22,0,0,복숭아,PA180201,유명,,0,2004-06-30 00:00:00
2554,4723000000,영천,71,22,2,25,62,20,0,6,복숭아,PA180201,유명,,0,2004-07-01 00:00:00
2555,4729000000,경산,0,23,2,27,0,21,0,0,복숭아,PA180201,유명,,0,2004-07-01 00:00:00
2556,4723000000,영천,79,22,0,26,69,20,6,2,복숭아,PA180201,유명,,0,2004-07-02 00:00:00
2557,4729000000,경산,0,23,1,26,0,21,9,0,복숭아,PA180201,유명,,0,2004-07-02 00:00:00
2558,4723000000,영천,79,24,0,30,62,21,31,3,복숭아,PA180201,유명,,0,2004-07-03 00:00:00
2559,4729000000,경산,0,25,1,31,0,21,40,0,복숭아,PA180201,유명,,0,2004-07-03 00:00:00
2560,4723000000,영천,78,23,3,26,69,21,46,0,복숭아,PA180201,유명,,0,2004-07-04 00:00:00
2561,4729000000,경산,0,24,3,28,0,21,17,0,복숭아,PA180201,유명,,0,2004-07-04 00:00:00
2562,4723000000,영천,61,25,2,30,49,22,0,8,복숭아,PA180201,유명,,0,2004-07-05 00:00:00
2563,4729000000,경산,0,27,4,32,0,22,0,0,복숭아,PA180201,유명,,0,2004-07-05 00:00:00
2564,4729000000,경산,0,28,2,33,0,24,0,0,복숭아,PA180201,유명,,0,2004-07-06 00:00:00
2565,4723000000,영천,62,26,1,32,44,20,0,8,복숭아,PA180201,유명,,0,2004-07-06 00:00:00
2566,4723000000,영천,82,23,1,27,76,21,4,0,복숭아,PA180201,유명,,0,2004-07-07 00:00:00
2567,4729000000,경산,0,25,2,28,0,22,23,0,복숭아,PA180201,유명,,0,2004-07-07 00:00:00
2568,4723000000,영천,71,25,1,30,55,20,0,6,복숭아,PA180201,유명,,0,2004-07-08 00:00:00
2569,4729000000,경산,0,27,2,31,0,24,0,0,복숭아,PA180201,유명,,0,2004-07-08 00:00:00
2570,4729000000,경산,0,26,1,33,0,21,0,0,복숭아,PA180201,유명,,0,2004-07-09 00:00:00
2571,4723000000,영천,70,25,1,31,46,19,0,7,복숭아,PA180201,유명,,0,2004-07-09 00:00:00
2572,4723000000,영천,70,25,1,31,43,21,0,9,복숭아,PA180201,유명,,0,2004-07-10 00:00:00
2573,4729000000,경산,0,25,1,33,0,21,15,0,복숭아,PA180201,유명,,0,2004-07-10 00:00:00
2574,4729000000,경산,0,24,1,29,0,20,7,0,복숭아,PA180201,유명,,0,2004-07-11 00:00:00
2575,4723000000,영천,77,23,1,28,60,20,20,5,복숭아,PA180201,유명,,0,2004-07-11 00:00:00
2576,4729000000,경산,0,27,4,32,0,22,2,0,복숭아,PA180201,유명,,0,2004-07-12 00:00:00
2577,4723000000,영천,73,25,1,30,58,21,2,6,복숭아,PA180201,유명,,0,2004-07-12 00:00:00
2578,4723000000,영천,74,24,2,30,60,21,0,8,복숭아,PA180201,유명,,0,2004-07-13 00:00:00
2579,4729000000,경산,0,28,4,33,0,23,0,0,복숭아,PA180201,유명,,0,2004-07-13 00:00:00
2580,4723000000,영천,82,22,1,27,67,20,27,1,복숭아,PA180201,유명,,0,2004-07-14 00:00:00
2581,4729000000,경산,0,23,1,29,0,22,34,0,복숭아,PA180201,유명,,0,2004-07-14 00:00:00
2582,4729000000,경산,0,25,1,31,0,21,6,0,복숭아,PA180201,유명,,0,2004-07-15 00:00:00
2583,4723000000,영천,77,24,0,30,59,20,1,5,복숭아,PA180201,유명,,0,2004-07-15 00:00:00
2584,4723000000,영천,72,26,1,29,60,23,0,4,복숭아,PA180201,유명,,0,2004-07-16 00:00:00
2585,4729000000,경산,0,27,2,32,0,24,0,0,복숭아,PA180201,유명,,0,2004-07-16 00:00:00
2586,4723000000,영천,76,24,1,28,65,21,19,0,복숭아,PA180201,유명,,0,2004-07-17 00:00:00
2587,4729000000,경산,0,26,3,29,0,22,23,0,복숭아,PA180201,유명,,0,2004-07-17 00:00:00
2588,4729000000,경산,0,28,2,32,0,23,0,0,복숭아,PA180201,유명,,0,2004-07-18 00:00:00
2589,4723000000,영천,68,27,1,32,52,21,0,9,복숭아,PA180201,유명,,0,2004-07-18 00:00:00
2590,4723000000,영천,65,28,1,33,51,23,0,6,복숭아,PA180201,유명,,0,2004-07-19 00:00:00
2591,4729000000,경산,0,29,3,34,0,25,0,0,복숭아,PA180201,유명,,0,2004-07-19 00:00:00
2592,4723000000,영천,64,29,1,33,48,24,0,10,복숭아,PA180201,유명,,0,2004-07-20 00:00:00
2593,4729000000,경산,0,31,3,36,0,27,0,0,복숭아,PA180201,유명,,0,2004-07-20 00:00:00
2594,4729000000,경산,0,30,2,35,0,25,0,0,복숭아,PA180201,유명,,0,2004-07-21 00:00:00
2595,4723000000,영천,65,29,2,34,50,25,0,9,복숭아,PA180201,유명,,0,2004-07-21 00:00:00
2596,4729000000,경산,0,30,1,37,0,26,0,0,복숭아,PA180201,유명,,0,2004-07-22 00:00:00
2597,4723000000,영천,66,30,1,35,47,25,0,10,복숭아,PA180201,유명,,0,2004-07-22 00:00:00
2598,4729000000,경산,0,25,1,33,0,15,0,0,복숭아,PA180201,유명,,0,2004-07-23 00:00:00
2599,4723000000,영천,63,30,1,36,40,24,0,11,복숭아,PA180201,유명,,0,2004-07-23 00:00:00
2600,4723000000,영천,65,30,0,37,37,22,0,11,복숭아,PA180201,유명,,0,2004-07-24 00:00:00
2601,4729000000,경산,0,28,2,35,0,22,0,0,복숭아,PA180201,유명,,0,2004-07-24 00:00:00
2602,4723000000,영천,66,27,1,34,41,23,0,11,복숭아,PA180201,유명,,0,2004-07-25 00:00:00
2603,4729000000,경산,0,19,2,27,0,12,0,0,복숭아,PA180201,유명,,0,2004-07-25 00:00:00
2604,4729000000,경산,0,23,2,36,0,11,0,0,복숭아,PA180201,유명,,0,2004-07-26 00:00:00
2605,4723000000,영천,69,27,1,34,41,22,0,8,복숭아,PA180201,유명,,0,2004-07-26 00:00:00
2606,4723000000,영천,67,27,1,33,47,22,0,9,복숭아,PA180201,유명,,0,2004-07-27 00:00:00
2607,4729000000,경산,0,28,2,33,0,24,0,0,복숭아,PA180201,유명,,0,2004-07-27 00:00:00
2608,4729000000,경산,0,29,1,35,0,24,0,0,복숭아,PA180201,유명,,0,2004-07-28 00:00:00
2609,4723000000,영천,65,28,1,35,41,23,0,11,복숭아,PA180201,유명,,0,2004-07-28 00:00:00
2610,4729000000,경산,0,29,1,36,0,23,0,0,복숭아,PA180201,유명,,0,2004-07-29 00:00:00
2611,4723000000,영천,65,28,1,35,42,21,0,11,복숭아,PA180201,유명,,0,2004-07-29 00:00:00
2612,4729000000,경산,0,29,1,36,0,23,0,0,복숭아,PA180201,유명,,0,2004-07-30 00:00:00
2613,4723000000,영천,66,28,1,36,44,21,0,9,복숭아,PA180201,유명,,0,2004-07-30 00:00:00
2614,4729000000,경산,0,28,3,33,0,23,0,0,복숭아,PA180201,유명,,0,2004-07-31 00:00:00
2615,4723000000,영천,58,27,2,33,38,20,0,11,복숭아,PA180201,유명,,0,2004-07-31 00:00:00
2616,4723000000,영천,66,27,1,31,52,24,2,2,복숭아,PA180201,유명,,0,2004-08-01 00:00:00
2617,4729000000,경산,0,27,1,31,0,24,0,0,복숭아,PA180201,유명,,0,2004-08-01 00:00:00
2618,4729000000,경산,0,27,2,35,0,22,0,0,복숭아,PA180201,유명,,0,2004-08-02 00:00:00
2619,4723000000,영천,68,26,2,33,44,21,0,10,복숭아,PA180201,유명,,0,2004-08-02 00:00:00
2620,4729000000,경산,0,26,1,33,0,22,3,0,복숭아,PA180201,유명,,0,2004-08-03 00:00:00
2621,4723000000,영천,76,26,1,33,53,22,2,6,복숭아,PA180201,유명,,0,2004-08-03 00:00:00
2622,4729000000,경산,0,28,1,36,0,24,0,0,복숭아,PA180201,유명,,0,2004-08-04 00:00:00
2623,4723000000,영천,68,28,1,35,45,23,0,9,복숭아,PA180201,유명,,0,2004-08-04 00:00:00
2624,4729000000,경산,0,26,1,29,0,24,0,0,복숭아,PA180201,유명,,0,2004-08-05 00:00:00
2625,4723000000,영천,78,25,0,29,65,23,3,0,복숭아,PA180201,유명,,0,2004-08-05 00:00:00
2626,4729000000,경산,0,28,1,35,0,22,0,0,복숭아,PA180201,유명,,0,2004-08-06 00:00:00
2627,4723000000,영천,70,27,0,35,40,23,0,8,복숭아,PA180201,유명,,0,2004-08-06 00:00:00
2628,4723000000,영천,64,28,1,36,39,22,0,10,복숭아,PA180201,유명,,0,2004-08-07 00:00:00
2629,4729000000,경산,0,29,1,35,0,23,0,0,복숭아,PA180201,유명,,0,2004-08-07 00:00:00
2630,4729000000,경산,0,29,1,36,0,24,0,0,복숭아,PA180201,유명,,0,2004-08-08 00:00:00
2631,4723000000,영천,60,29,1,36,37,22,0,11,복숭아,PA180201,유명,,0,2004-08-08 00:00:00
2632,4723000000,영천,66,27,1,35,34,23,0,6,복숭아,PA180201,유명,,0,2004-08-09 00:00:00
2633,4729000000,경산,0,28,1,33,0,25,0,0,복숭아,PA180201,유명,,0,2004-08-09 00:00:00
2634,4729000000,경산,0,27,2,33,0,23,0,0,복숭아,PA180201,유명,,0,2004-08-10 00:00:00
2635,4723000000,영천,67,27,1,32,48,22,0,9,복숭아,PA180201,유명,,0,2004-08-10 00:00:00
2636,4723000000,영천,65,26,1,32,35,21,0,10,복숭아,PA180201,유명,,0,2004-08-11 00:00:00
2637,4729000000,경산,0,27,2,33,0,22,0,0,복숭아,PA180201,유명,,0,2004-08-11 00:00:00
2638,4729000000,경산,0,27,1,35,0,20,0,0,복숭아,PA180201,유명,,0,2004-08-12 00:00:00
2639,4723000000,영천,63,26,1,35,30,18,0,10,복숭아,PA180201,유명,,0,2004-08-12 00:00:00
2640,4729000000,경산,0,29,1,35,0,22,0,0,복숭아,PA180201,유명,,0,2004-08-13 00:00:00
2641,4723000000,영천,60,28,1,36,30,20,0,11,복숭아,PA180201,유명,,0,2004-08-13 00:00:00
2642,4729000000,경산,0,25,1,30,0,22,3,0,복숭아,PA180201,유명,,0,2004-08-14 00:00:00
2643,4723000000,영천,78,24,1,30,59,22,39,4,복숭아,PA180201,유명,,0,2004-08-14 00:00:00
2644,4723000000,영천,73,24,1,30,49,21,1,7,복숭아,PA180201,유명,,0,2004-08-15 00:00:00
2645,4729000000,경산,0,24,1,30,0,22,0,0,복숭아,PA180201,유명,,0,2004-08-15 00:00:00
2646,4723000000,영천,74,25,1,29,58,22,0,4,복숭아,PA180201,유명,,0,2004-08-16 00:00:00
2647,4729000000,경산,0,25,1,29,0,22,0,0,복숭아,PA180201,유명,,0,2004-08-16 00:00:00
2648,4729000000,경산,0,28,2,34,0,23,0,0,복숭아,PA180201,유명,,0,2004-08-17 00:00:00
2649,4723000000,영천,68,28,1,34,45,23,0,8,복숭아,PA180201,유명,,0,2004-08-17 00:00:00
2650,4729000000,경산,0,23,1,25,0,21,113,0,복숭아,PA180201,유명,,0,2004-08-18 00:00:00
2651,4723000000,영천,84,24,1,25,76,22,76,0,복숭아,PA180201,유명,,0,2004-08-18 00:00:00
2652,4729000000,경산,0,23,3,27,0,21,78,0,복숭아,PA180201,유명,,0,2004-08-19 00:00:00
2653,4723000000,영천,76,23,2,26,64,21,58,1,복숭아,PA180201,유명,,0,2004-08-19 00:00:00
2654,4729000000,경산,0,20,2,23,0,19,0,0,복숭아,PA180201,유명,,0,2004-08-20 00:00:00
2655,4723000000,영천,73,20,1,22,66,19,0,1,복숭아,PA180201,유명,,0,2004-08-20 00:00:00
2656,4729000000,경산,0,21,2,25,0,19,1,0,복숭아,PA180201,유명,,0,2004-08-21 00:00:00
2657,4723000000,영천,72,21,1,25,55,19,0,5,복숭아,PA180201,유명,,0,2004-08-21 00:00:00
2658,4729000000,경산,0,18,2,21,0,16,64,0,복숭아,PA180201,유명,,0,2004-08-22 00:00:00
2659,4723000000,영천,83,19,1,22,79,18,40,0,복숭아,PA180201,유명,,0,2004-08-22 00:00:00
2660,4723000000,영천,79,20,1,23,70,18,35,1,복숭아,PA180201,유명,,0,2004-08-23 00:00:00
2661,4729000000,경산,0,19,1,22,0,17,58,0,복숭아,PA180201,유명,,0,2004-08-23 00:00:00
2662,4729000000,경산,0,22,1,28,0,18,0,0,복숭아,PA180201,유명,,0,2004-08-24 00:00:00
2663,4723000000,영천,74,21,1,28,54,17,0,8,복숭아,PA180201,유명,,0,2004-08-24 00:00:00
2664,4723000000,영천,74,21,0,27,54,17,0,4,복숭아,PA180201,유명,,0,2004-08-25 00:00:00
2665,4729000000,경산,0,22,1,27,0,19,0,0,복숭아,PA180201,유명,,0,2004-08-25 00:00:00
2666,4729000000,경산,0,22,1,26,0,19,0,0,복숭아,PA180201,유명,,0,2004-08-26 00:00:00
2667,4723000000,영천,67,21,1,26,51,18,0,6,복숭아,PA180201,유명,,0,2004-08-26 00:00:00
2668,4729000000,경산,0,22,3,26,0,20,0,0,복숭아,PA180201,유명,,0,2004-08-27 00:00:00
2669,4723000000,영천,65,22,2,26,46,19,0,5,복숭아,PA180201,유명,,0,2004-08-27 00:00:00
2670,4723000000,영천,66,21,2,26,49,17,0,10,복숭아,PA180201,유명,,0,2004-08-28 00:00:00
2671,4729000000,경산,0,22,4,26,0,19,0,0,복숭아,PA180201,유명,,0,2004-08-28 00:00:00
2672,4723000000,영천,74,22,1,27,63,17,0,7,복숭아,PA180201,유명,,0,2004-08-29 00:00:00
2673,4729000000,경산,0,22,2,27,0,19,0,0,복숭아,PA180201,유명,,0,2004-08-29 00:00:00
2674,4723000000,영천,71,24,1,28,59,19,0,3,복숭아,PA180201,유명,,0,2004-08-30 00:00:00
2675,4729000000,경산,0,24,2,28,0,21,0,0,복숭아,PA180201,유명,,0,2004-08-30 00:00:00
2676,4723000000,영천,58,25,1,31,38,19,0,10,복숭아,PA180201,유명,,0,2004-08-31 00:00:00
2677,4729000000,경산,0,25,2,31,0,22,0,0,복숭아,PA180201,유명,,0,2004-08-31 00:00:00
2678,4729000000,경산,0,24,1,30,0,19,0,0,복숭아,PA180201,유명,,0,2004-09-01 00:00:00
2679,4723000000,영천,68,23,1,30,38,17,0,9,복숭아,PA180201,유명,,0,2004-09-01 00:00:00
2680,4723000000,영천,61,21,1,31,29,13,0,11,복숭아,PA180201,유명,,0,2004-09-02 00:00:00
2681,4729000000,경산,0,23,2,31,0,16,0,0,복숭아,PA180201,유명,,0,2004-09-02 00:00:00
2682,4723000000,영천,65,20,0,29,33,13,0,8,복숭아,PA180201,유명,,0,2004-09-03 00:00:00
2683,4729000000,경산,0,22,1,29,0,16,0,0,복숭아,PA180201,유명,,0,2004-09-03 00:00:00
2684,4723000000,영천,66,21,1,30,36,15,0,8,복숭아,PA180201,유명,,0,2004-09-04 00:00:00
2685,4729000000,경산,0,22,1,29,0,16,0,0,복숭아,PA180201,유명,,0,2004-09-04 00:00:00
2686,4723000000,영천,74,21,1,26,60,16,0,5,복숭아,PA180201,유명,,0,2004-09-05 00:00:00
2687,4729000000,경산,0,22,2,25,0,19,3,0,복숭아,PA180201,유명,,0,2004-09-05 00:00:00
2688,4723000000,영천,78,20,1,22,68,18,11,1,복숭아,PA180201,유명,,0,2004-09-06 00:00:00
2689,4729000000,경산,0,20,3,21,0,18,8,0,복숭아,PA180201,유명,,0,2004-09-06 00:00:00
2690,4723000000,영천,78,21,2,23,67,18,41,0,복숭아,PA180201,유명,,0,2004-09-07 00:00:00
2691,4729000000,경산,0,21,3,23,0,18,60,0,복숭아,PA180201,유명,,0,2004-09-07 00:00:00
2692,4723000000,영천,69,21,1,27,47,15,0,7,복숭아,PA180201,유명,,0,2004-09-08 00:00:00
2693,4729000000,경산,0,21,1,28,0,16,0,0,복숭아,PA180201,유명,,0,2004-09-08 00:00:00
2694,4729000000,경산,0,20,1,24,0,18,0,0,복숭아,PA180201,유명,,0,2004-09-09 00:00:00
2695,4723000000,영천,79,20,0,24,66,18,0,0,복숭아,PA180201,유명,,0,2004-09-09 00:00:00
2696,4729000000,경산,0,19,2,23,0,17,4,0,복숭아,PA180201,유명,,0,2004-09-10 00:00:00
2697,4723000000,영천,75,19,1,24,53,17,5,3,복숭아,PA180201,유명,,0,2004-09-10 00:00:00
2698,4723000000,영천,74,19,3,21,65,18,16,0,복숭아,PA180201,유명,,0,2004-09-11 00:00:00
2699,4729000000,경산,0,18,4,19,0,17,18,0,복숭아,PA180201,유명,,0,2004-09-11 00:00:00
2700,4723000000,영천,80,20,2,23,74,18,2,2,복숭아,PA180201,유명,,0,2004-09-12 00:00:00
2701,4729000000,경산,0,21,2,25,0,18,3,0,복숭아,PA180201,유명,,0,2004-09-12 00:00:00
2702,4723000000,영천,71,24,1,28,55,19,0,4,복숭아,PA180201,유명,,0,2004-09-13 00:00:00
2703,4729000000,경산,0,25,2,29,0,20,0,0,복숭아,PA180201,유명,,0,2004-09-13 00:00:00
2704,4723000000,영천,72,22,1,25,61,20,0,2,복숭아,PA180201,유명,,0,2004-09-14 00:00:00
2705,4729000000,경산,0,22,3,24,0,20,0,0,복숭아,PA180201,유명,,0,2004-09-14 00:00:00
2706,4723000000,영천,73,21,1,24,65,19,0,0,복숭아,PA180201,유명,,0,2004-09-15 00:00:00
2707,4729000000,경산,0,21,3,23,0,20,0,0,복숭아,PA180201,유명,,0,2004-09-15 00:00:00
2708,4729000000,경산,0,23,1,28,0,19,16,0,복숭아,PA180201,유명,,0,2004-09-16 00:00:00
2709,4723000000,영천,79,23,1,28,62,20,19,3,복숭아,PA180201,유명,,0,2004-09-16 00:00:00
