지점 번호,지점명,시간,평균 기온,최저 기온,최고 기온,1시간 최다강수량,일강수량,최대 순간풍속,최대 풍속,평균 풍속,풍정합,평균 이슬점온도,최소 상대습도,평균 상대습도,평균 증기압,평균 현지기압,가조시간,합계 일조 시간,1시간 최다 일사량,합계 일사,일 최심신적설,일 최심적설,평균 지면온도,최저 초상온도,평균 5cm 지중온도,평균10cm 지중온도,평균 20cm 지중온도,평균 30cm 지중온도,0.5m 지중온도,1.0m 지중온도,1.5m 지중온도,3.0m 지중온도,5.0m 지중온도
294,거제,2001-01-01,1.5,-4.3,6.1,,,9.8,5.6,2.0,1728.0,-10.7,21,40.9,2.8,1011.5,9.9,7.4,,,0.0,0.0,,-10.3,,,,,,,,,
294,거제,2001-01-02,5.5,2.0,9.3,,,11.5,7.8,3.8,3283.0,-7.1,27,40.8,3.8,1010.7,9.9,6.0,,,0.0,0.0,,-4.6,,,,,,,,,
294,거제,2001-01-03,0.5,-2.6,3.4,,,11.1,8.5,2.8,2419.0,-10.8,25,42.9,2.7,1017.4,9.9,7.0,,,0.0,0.0,,-6.8,,,,,,,,,
294,거제,2001-01-04,-1.0,-3.7,3.5,,,9.5,6.2,2.1,1814.0,-12.5,24,42.3,2.3,1020.7,9.9,7.3,,,0.0,0.0,,-10.3,,,,,,,,,
294,거제,2001-01-05,-1.8,-6.2,3.5,,,7.6,7.3,1.4,1210.0,-12.9,25,43.5,2.3,1026.2,9.9,7.1,,,0.0,0.0,,-12.3,,,,,,,,,
294,거제,2001-01-06,2.1,-3.8,6.1,,0.5,7.0,4.1,1.7,1469.0,-7.6,21,49.8,3.6,1026.3,9.9,6.4,,,0.0,0.0,,-10.8,,,,,,,,,
294,거제,2001-01-07,6.2,3.3,8.5,,47.5,12.0,8.6,2.6,2246.0,3.2,74,81.4,7.7,1009.5,9.9,0.0,,,0.0,0.0,,1.4,,,,,,,,,
294,거제,2001-01-08,6.5,3.6,10.7,,,6.7,4.6,1.6,1382.0,0.6,49,66.8,6.4,1015.4,9.9,6.4,,,0.0,0.0,,-1.5,,,,,,,,,
294,거제,2001-01-09,5.5,3.2,8.0,,9.0,7.8,4.8,1.7,1469.0,1.6,59,76.3,6.9,1009.5,10.0,0.0,,,0.0,0.0,,-2.0,,,,,,,,,
294,거제,2001-01-10,0.6,-3.2,4.6,,,8.2,6.0,1.9,1642.0,-9.9,24,47.0,2.9,1011.3,10.0,7.0,,,0.0,0.0,,-7.5,,,,,,,,,
294,거제,2001-01-11,2.0,-2.7,5.8,,,10.1,6.5,2.1,1814.0,-8.0,30,47.5,3.4,1010.7,10.0,4.9,,,0.0,0.0,,-9.1,,,,,,,,,
294,거제,2001-01-12,-1.1,-4.4,2.8,,,6.0,3.7,1.4,1210.0,-10.8,32,48.9,2.7,1016.5,10.0,7.4,,,0.0,0.0,,-9.7,,,,,,,,,
294,거제,2001-01-13,-1.7,-4.5,1.0,,11.5,10.3,6.6,2.2,1901.0,-9.0,41,59.1,3.2,1012.7,10.0,1.4,,,19.6,19.6,,-8.6,,,,,,,,,
294,거제,2001-01-14,-5.5,-8.9,-1.3,,,13.9,7.3,3.0,2592.0,-15.1,37,47.0,1.9,1016.8,10.0,7.5,,,0.0,13.5,,-14.8,,,,,,,,,
294,거제,2001-01-15,-6.2,-9.9,-2.4,,,9.9,7.7,3.3,2851.0,-16.7,29,43.0,1.6,1021.1,10.1,7.6,,,0.0,10.8,,-13.9,,,,,,,,,
294,거제,2001-01-16,-4.9,-10.0,-0.7,,,9.1,7.3,2.8,2419.0,-15.5,27,44.6,1.8,1023.4,10.1,7.7,,,0.0,8.0,,-14.3,,,,,,,,,
294,거제,2001-01-17,-3.5,-9.0,2.4,,,6.5,4.9,1.2,1037.0,-13.6,23,47.8,2.1,1023.9,10.1,7.6,,,0.0,6.2,,-14.7,,,,,,,,,
294,거제,2001-01-18,-0.2,-7.3,7.5,,,3.8,2.2,0.6,518.0,-7.1,36,61.3,3.6,1023.1,10.1,7.8,,,0.0,4.8,,-12.9,,,,,,,,,
294,거제,2001-01-19,2.3,-3.5,7.5,,,3.0,2.4,0.5,432.0,-3.2,43,68.1,4.8,1021.8,10.2,3.9,,,0.0,0.0,,-9.3,,,,,,,,,
294,거제,2001-01-20,3.3,2.2,5.4,,16.0,5.8,3.6,1.2,1037.0,0.2,70,80.0,6.2,1011.8,10.2,0.3,,,0.0,0.0,,-0.2,,,,,,,,,
294,거제,2001-01-21,2.7,-1.1,7.9,,,6.0,4.0,1.6,1382.0,-5.3,29,57.5,4.1,1016.0,10.2,7.8,,,0.0,0.0,,-5.6,,,,,,,,,
294,거제,2001-01-22,2.5,-0.6,6.7,,,3.9,3.5,1.1,950.0,-5.3,35,57.6,4.1,1017.2,10.2,0.5,,,0.0,0.0,,-7.8,,,,,,,,,
294,거제,2001-01-23,2.6,-2.0,7.1,,,6.1,3.9,1.2,1037.0,-9.1,15,45.4,3.1,1021.0,10.2,7.9,,,0.0,0.0,,-8.6,,,,,,,,,
294,거제,2001-01-24,4.3,1.0,6.9,,0.0,8.0,5.3,1.4,1210.0,-2.7,50,60.6,5.0,1019.9,10.3,0.0,,,0.0,0.0,,-6.5,,,,,,,,,
294,거제,2001-01-25,5.6,3.1,7.5,,3.0,8.1,5.6,1.2,1037.0,0.6,55,71.0,6.4,1011.2,10.3,0.0,,,0.0,0.0,,1.6,,,,,,,,,
294,거제,2001-01-26,5.5,3.8,7.0,,0.0,11.3,7.1,3.2,2765.0,-2.8,47,54.8,4.9,1009.6,10.3,0.0,,,0.0,0.0,,1.1,,,,,,,,,
294,거제,2001-01-27,3.4,0.5,8.2,,3.0,7.6,5.9,2.3,1987.0,-2.3,40,67.0,5.2,1009.9,10.4,2.9,,,0.0,0.0,,-2.4,,,,,,,,,
294,거제,2001-01-28,2.3,-1.5,6.4,,0.0,12.0,7.8,3.5,3024.0,-7.8,28,47.5,3.5,1012.6,10.4,3.1,,,0.0,0.0,,-6.1,,,,,,,,,
294,거제,2001-01-29,1.2,-4.2,5.7,,,9.4,8.0,2.5,2160.0,-9.8,30,43.9,2.9,1017.8,10.4,8.3,,,0.0,0.0,,-10.9,,,,,,,,,
294,거제,2001-01-30,1.7,-2.7,7.1,,,7.0,4.2,1.2,1037.0,-6.6,34,54.6,3.7,1017.2,10.4,7.6,,,0.0,0.0,,-9.3,,,,,,,,,
294,거제,2001-01-31,2.1,-3.5,7.2,,,5.3,3.1,0.6,518.0,-4.4,45,62.4,4.4,1012.4,10.5,0.9,,,0.0,0.0,,-9.9,,,,,,,,,
294,거제,2001-02-01,2.2,-1.9,6.1,,,10.8,8.5,2.5,2160.0,-11.9,18,36.8,2.6,1011.0,10.5,7.2,,,0.0,0.0,,-5.3,,,,,,,,,
294,거제,2001-02-02,-0.9,-5.2,4.9,,,7.9,4.8,1.9,1642.0,-15.5,18,33.5,1.8,1017.8,10.5,8.5,,,0.0,0.0,,-10.9,,,,,,,,,
294,거제,2001-02-03,1.9,-4.9,8.1,,,3.6,2.8,0.6,518.0,-8.0,22,50.5,3.3,1020.5,10.6,7.4,,,0.0,0.0,,-11.3,,,,,,,,,
294,거제,2001-02-04,5.2,0.8,8.9,,,4.7,4.0,1.0,864.0,-2.4,45,57.9,5.1,1019.6,10.6,0.8,,,0.0,0.0,,-3.6,,,,,,,,,
294,거제,2001-02-05,6.9,0.7,12.7,,,5.5,3.1,1.2,1037.0,0.0,39,62.1,6.1,1015.5,10.6,8.3,,,0.0,0.0,,-5.9,,,,,,,,,
294,거제,2001-02-06,7.5,5.4,11.0,,0.0,5.1,3.6,0.9,778.0,0.9,51,62.9,6.5,1012.4,10.6,0.1,,,0.0,0.0,,-0.4,,,,,,,,,
294,거제,2001-02-07,6.1,1.5,10.6,,0.5,7.5,4.2,2.5,2160.0,-2.2,29,57.1,5.4,1011.9,10.7,3.9,,,0.0,0.0,,-1.2,,,,,,,,,
294,거제,2001-02-08,-0.2,-3.5,4.6,,,9.3,4.9,2.5,2160.0,-14.4,20,33.6,2.0,1018.8,10.7,9.0,,,0.0,0.0,,-7.9,,,,,,,,,
294,거제,2001-02-09,1.3,-4.5,6.1,,,7.0,3.4,1.7,1469.0,-9.4,29,44.8,3.0,1021.0,10.7,8.6,,,0.0,0.0,,-10.1,,,,,,,,,
294,거제,2001-02-10,2.0,-2.5,8.1,,,4.5,2.9,1.0,864.0,-9.1,18,46.1,3.1,1023.1,10.8,8.2,,,0.0,0.0,,-8.3,,,,,,,,,
294,거제,2001-02-11,2.3,-3.2,6.8,,,5.5,2.9,0.9,778.0,-7.7,32,48.8,3.4,1026.3,10.8,6.4,,,0.0,0.0,,-9.6,,,,,,,,,
294,거제,2001-02-12,2.9,1.2,5.5,,,5.0,3.3,1.6,1382.0,-13.2,21,28.8,2.2,1023.3,10.8,0.2,,,0.0,0.0,,-1.2,,,,,,,,,
294,거제,2001-02-13,2.6,-0.5,7.6,,,6.9,3.4,1.8,1555.0,-15.5,16,24.5,1.8,1016.2,10.9,5.5,,,0.0,0.0,,-5.3,,,,,,,,,
294,거제,2001-02-14,0.1,-3.4,4.8,,,9.8,5.3,2.2,1901.0,-14.7,19,32.1,2.0,1018.8,10.9,9.1,,,0.0,0.0,,-11.3,,,,,,,,,
294,거제,2001-02-15,2.1,-5.3,8.6,,1.0,18.5,7.9,2.3,1987.0,-6.9,29,52.3,3.8,1016.5,10.9,6.3,,,0.0,0.0,,-11.3,,,,,,,,,
294,거제,2001-02-16,0.8,-2.4,5.0,,,10.6,6.2,3.2,2765.0,-11.8,23,39.0,2.4,1022.0,11.0,9.4,,,0.0,0.0,,-8.3,,,,,,,,,
294,거제,2001-02-17,1.2,-4.3,6.9,,,7.5,3.6,1.9,1642.0,-9.4,27,45.3,3.0,1021.3,11.0,9.1,,,0.0,0.0,,-10.6,,,,,,,,,
294,거제,2001-02-18,5.6,1.7,11.6,,,7.1,3.4,1.5,1296.0,-3.2,36,54.0,4.9,1013.8,11.0,4.1,,,0.0,0.0,,-4.6,,,,,,,,,
294,거제,2001-02-19,7.6,1.0,14.5,,,6.8,3.7,1.4,1210.0,-1.6,22,53.8,5.5,1016.0,11.1,9.4,,,0.0,0.0,,-5.5,,,,,,,,,
294,거제,2001-02-20,6.8,1.2,13.8,,,5.0,2.7,0.8,691.0,0.3,41,64.6,6.3,1016.3,11.1,8.7,,,0.0,0.0,,-4.5,,,,,,,,,
294,거제,2001-02-21,4.8,2.0,8.8,,2.5,3.4,1.7,0.3,259.0,2.1,67,82.4,7.2,1010.9,11.1,0.0,,,0.0,0.0,,-4.4,,,,,,,,,
294,거제,2001-02-22,7.0,0.1,15.8,,,6.5,3.8,1.0,864.0,-0.4,27,62.8,6.0,1012.3,11.2,9.6,,,0.0,0.0,,-6.1,,,,,,,,,
294,거제,2001-02-23,6.0,2.7,7.5,,25.0,6.6,2.9,0.8,691.0,2.6,63,78.4,7.5,1006.7,11.2,0.0,,,0.0,0.0,,-3.2,,,,,,,,,
294,거제,2001-02-24,4.2,2.0,6.0,,4.5,8.3,3.9,1.8,1555.0,0.3,59,75.0,6.3,1009.2,11.2,0.0,,,0.0,0.0,,-0.3,,,,,,,,,
294,거제,2001-02-25,1.1,-1.7,5.9,,,11.0,5.8,2.6,2246.0,-10.1,27,44.0,2.9,1022.5,11.3,10.0,,,0.0,0.0,,-7.8,,,,,,,,,
294,거제,2001-02-26,1.9,-2.7,8.8,,,4.5,2.5,0.7,605.0,-8.2,20,48.8,3.3,1025.4,11.3,7.3,,,0.0,0.0,,-8.3,,,,,,,,,
294,거제,2001-02-27,5.0,-2.0,14.0,,13.5,14.5,5.7,0.7,605.0,-1.0,38,65.3,6.0,1018.4,11.4,6.2,,,0.0,0.0,,-8.5,,,,,,,,,
294,거제,2001-02-28,10.1,7.3,14.3,,41.0,24.7,6.7,2.6,2246.0,4.6,55,68.6,8.8,1007.5,11.4,8.0,,,0.0,0.0,,5.6,,,,,,,,,
294,거제,2001-03-01,6.4,3.5,8.6,,0.5,8.0,4.8,1.7,1469.0,-0.3,42,62.6,6.1,1008.9,11.4,7.2,,,0.0,0.0,,-1.7,,,,,,,,,
294,거제,2001-03-02,6.2,0.1,13.3,,,7.5,4.3,1.4,1210.0,-1.5,30,58.3,5.5,1017.3,11.5,10.1,,,0.0,0.0,,-5.3,,,,,,,,,
294,거제,2001-03-03,8.0,3.2,13.3,,,13.8,7.1,1.7,1469.0,1.5,37,64.1,7.1,1009.0,11.5,7.2,,,0.0,0.0,,-0.4,,,,,,,,,
294,거제,2001-03-04,2.4,-0.3,5.6,,0.0,15.1,7.7,4.7,4061.0,-9.4,29,40.5,3.0,1004.6,11.5,9.9,,,0.0,0.0,,-2.5,,,,,,,,,
294,거제,2001-03-05,5.0,-1.6,9.5,,,10.5,6.5,2.9,2506.0,-8.4,28,37.4,3.2,1011.4,11.6,9.4,,,0.0,0.0,,-7.3,,,,,,,,,
294,거제,2001-03-06,9.9,4.3,14.1,,,15.6,6.6,2.9,2506.0,-0.7,30,48.1,6.3,1008.8,11.6,1.9,,,0.0,0.0,,0.3,,,,,,,,,
294,거제,2001-03-07,3.4,-0.6,7.0,,,10.8,6.6,3.7,3197.0,-9.9,25,36.6,2.9,1012.1,11.6,9.2,,,0.0,0.0,,-3.5,,,,,,,,,
294,거제,2001-03-08,-1.0,-4.4,2.7,,0.0,12.3,7.0,3.4,2938.0,-11.1,25,46.4,2.6,1012.9,11.7,6.2,,,0.2,0.2,,-9.8,,,,,,,,,
294,거제,2001-03-09,1.8,-3.0,6.5,,,10.8,5.8,3.1,2678.0,-12.1,20,35.4,2.5,1016.0,11.7,10.2,,,0.0,0.0,,-5.5,,,,,,,,,
294,거제,2001-03-10,7.6,1.3,13.1,,,13.1,6.9,3.5,3024.0,-2.7,23,48.6,5.1,1013.1,11.8,10.0,,,0.0,0.0,,-2.7,,,,,,,,,
294,거제,2001-03-11,4.2,0.6,7.9,,,5.3,2.8,1.0,864.0,-2.9,46,59.5,5.0,1015.3,11.8,1.9,,,0.0,0.0,,-5.4,,,,,,,,,
294,거제,2001-03-12,4.7,1.1,10.1,,,8.6,4.9,2.2,1901.0,-7.9,25,39.9,3.4,1013.7,11.8,9.8,,,0.0,0.0,,-5.1,,,,,,,,,
294,거제,2001-03-13,5.3,-0.6,11.8,,,5.3,3.2,1.2,1037.0,-4.4,31,50.4,4.4,1017.8,11.9,10.5,,,0.0,0.0,,-7.1,,,,,,,,,
294,거제,2001-03-14,10.5,1.0,16.5,,,17.2,7.1,2.4,2074.0,4.7,53,67.0,8.9,1011.4,11.9,2.3,,,0.0,0.0,,-4.8,,,,,,,,,
294,거제,2001-03-15,10.5,5.8,16.2,,,11.6,4.6,2.2,1901.0,-0.3,23,49.5,6.1,1011.7,11.9,10.4,,,0.0,0.0,,-0.2,,,,,,,,,
294,거제,2001-03-16,8.6,1.7,14.3,,,5.8,3.3,1.1,950.0,-0.8,32,52.1,5.9,1012.4,12.0,7.6,,,0.0,0.0,,-4.0,,,,,,,,,
294,거제,2001-03-17,8.8,7.0,11.6,,1.5,6.9,3.8,1.2,1037.0,4.0,56,72.3,8.2,1004.7,12.0,0.3,,,0.0,0.0,,6.5,,,,,,,,,
