지역,년도,생산량,면적,평균 기온,최저 기온,최고 기온,1시간 최다강수량,일 강수량 평균,강수량 합계,최대 순간풍속,최대 풍속,평균 풍속,풍정합,평균 이슬점온도,최소 상대습도,평균 상대습도,평균 증기압,평균 현지기압,가조시간,평균 일조 시간,1시간 최다 일사량 평균,평균 일 합계 일사,일 최심신적설,일 최심적설,지면온도,최저 초상온도,5cm 지중온도,10cm 지중온도,20cm 지중온도,30cm 지중온도,0.5m 지중온도,1.0m 지중온도,1.5m 지중온도,3.0m 지중온도,5.0m 지중온도,평균 일교차,일교차 15이상인 날,태풍 수,영향을 준 태풍 수,한파일 수,폭염일 수
강원도,2002,3769,445,8.699795221843003,3.3359044368600688,14.685767918088738,2.530468436416712,4.835580895008606,802.7064285714287,8.23013651877133,4.8686348122866905,2.128703071672355,1839.2836177474403,0.7196587030716728,35.608873720136515,61.23986348122867,8.005119453924914,995.0658020477816,11.870409556313994,6.281672354948805,2.0884897610921502,13.16466723549488,0.1400341296928327,0.7357337883959044,10.303617747440272,0.8040614334470984,10.668259385665529,10.80773606370876,10.947098976109215,11.195790671217292,11.69112627986348,12.302502844141069,13.053412969283276,14.862116040955632,15.69146757679181,11.34986348122867,41,23,3,1,0
경기도,2002,4914,748,8.999146757679181,3.390699658703072,15.407764505119456,2.6369444444444445,5.2432608695652165,602.9749999999999,6.744027303754266,4.008617747440273,1.5259385665529008,1318.4112627986349,1.441211604095563,35.7141638225256,62.43728668941979,8.286689419795222,1010.1263651877134,11.865358361774742,6.8674061433447084,2.101433447098976,13.508532423208193,0.0613481228668941,0.1579351535836177,10.904095563139933,0.7723549488054606,11.238566552901023,11.89829351535836,11.81126279863481,12.19112627986348,12.68703071672355,13.72286689419795,14.055290102389074,15.715017064846416,15.96245733788396,12.017064846416382,70,23,3,2,0
경상남도,2002,71678,5801,11.320221843003411,6.053796928327646,17.51301194539249,2.8285396825396827,7.180659837578442,926.305119047619,7.679735494880545,4.333532423208191,1.6246587030716724,1403.6651023890786,3.108447098976109,36.02047781569966,59.98506825938566,9.167576791808877,1010.6504692832764,11.879735494880547,6.59556313993174,2.1268941979522187,13.607474402730375,0.014334470989761,0.0217576791808873,12.973805460750851,3.54372866894198,12.466552901023892,12.575426621160409,12.878839590443686,13.094880546075084,13.37133105802048,13.888054607508533,,,,11.459215017064848,52,23,3,0,0
경상북도,2002,44185,3951,9.631569965870304,4.43962457337884,15.50344709897611,2.026118709895305,5.008554862074279,1031.7623015873014,9.01914675767918,5.030102389078499,2.1516382252559727,1859.0484641638225,1.7240614334470985,38.01058020477816,60.94423208191126,8.391911262798635,1002.1241296928328,11.875187713310575,6.678941979522184,2.0115358361774742,12.883259385665529,0.1209556313993173,0.3797952218430034,11.518156996587033,2.353037542662116,12.379408418657563,12.248350398179753,12.52707622298066,12.637201365187716,13.046530147895336,13.642320819112628,14.366894197952218,14.79897610921502,15.093344709897613,11.063822525597269,36,23,3,0,0
전라남도,2002,170488,13963,11.496050706972207,7.333983422720624,16.27040468064359,2.5792521008403364,5.030075892857143,804.8121428571428,10.963578742077036,7.258361774744028,3.5160409556314,3037.6440760604582,5.062067284251585,45.17259873232569,66.75767918088737,10.132569478303267,1012.302194051682,11.897708434909802,6.338078985860556,2.150358361774744,13.620989761092147,0.0235982447586543,0.0263773768893222,12.944222330570453,4.554217454900049,13.145904436860071,13.154266211604096,13.551023890784982,13.722696245733788,14.251194539249148,14.892150170648463,15.079692832764506,16.14368600682594,16.705802047781567,8.936421257922964,4,23,3,0,0
전라북도,2002,6531,621,10.113310580204775,4.949488054607509,16.208824963432473,2.549142857142857,4.969584126984127,745.437619047619,7.815114578254509,4.739249146757679,1.7731350560702095,1531.9809848854218,3.977425646026328,42.67674305216967,68.17064846416382,9.393271574841542,1003.5997074597758,11.88132618235007,6.470941004388103,2.0302730375426625,12.942423208191126,0.1407606045831301,0.3169185763042418,11.476596782057532,2.322038030229157,12.641296928327645,12.816382252559729,13.386006825938567,13.526279863481228,14.04641638225256,14.46211604095563,,,,11.259336908824965,61,23,3,0,0
제주도,2002,52714,3613,13.996245733788395,10.945819112627987,17.37747440273038,3.246646341463415,6.343423694779116,1053.0083333333332,12.319283276450513,8.052047781569966,4.577303754266212,3954.623720136519,7.317150170648465,48.56228668941979,65.58856655290101,11.642662116040954,1012.8872013651876,11.902303754266212,5.219453924914675,2.108668941979522,12.48382252559727,0.0017064846416382,0.0017064846416382,14.42414675767918,8.195392491467576,15.497098976109214,15.751535836177476,15.649317406143345,16.17184300341297,16.745221843003414,17.085665529010235,16.935836177474407,17.782252559726963,17.860409556313993,6.4316552901023885,0,23,3,0,0
충청남도,2002,29525,2764,9.694129692832764,4.167098976109215,16.001911262798632,3.695201149425287,5.717535014005603,680.3866666666668,7.559317406143345,4.486621160409556,1.7406825938566552,1503.9529010238907,3.5827986348122867,42.24300341296929,68.47003412969283,9.260546075085324,1012.370443686007,11.876245733788394,7.684778156996588,2.1623890784982933,13.930989761092151,0.0974061433447099,0.1780887372013652,12.451058020477818,1.883003412969283,11.310580204778155,11.52184300341297,11.569624573378842,11.774744027303754,12.273378839590444,12.784982935153584,,,,11.834812286689422,64,23,3,0,0
충청북도,2002,4392,681,9.058771331058022,3.3458020477815693,15.356655290102388,2.2908008658008656,5.079297052154196,746.6566666666668,9.058839590443686,5.534675767918088,2.335972696245734,2018.2641638225248,1.4020477815699666,36.65460750853242,61.87549488054608,8.289829351535836,997.18,11.877201365187712,6.785119453924914,1.9400355871886124,11.825266903914589,0.1150170648464163,0.2440955631399317,10.94976109215017,1.2711262798634817,,,,,,,,,,12.01085324232082,68,23,3,1,0
강원도,2003,2349,357,7.445494880546074,2.6110238907849834,12.96976109215017,2.6213751714677644,5.341688861985472,945.4789285714284,8.094880546075085,4.928361774744027,2.024607508532423,1750.27705726204,0.8904778156996586,42.17133105802048,66.79232081911263,8.138907849829351,995.473037542662,11.86160409556314,5.388907849829352,1.9752474402730371,12.23626279863481,0.38839590443686,3.715904436860069,9.06631399317406,0.529419795221843,9.705688282138794,9.794766780432308,9.966780432309442,10.241069397042097,10.697383390216151,11.434812286689422,12.142491467576791,13.953924914675769,15.224232081911262,10.358737201365187,23,17,2,6,0
